n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,rejection_rate,pvalue_NA_rate,N,psd_rate,pd_rate
150,15,0.6,Sh,ShJ,Supremum,0.1,single,normal,98.08,0,2500,1,1
150,15,0.6,I,ShJ,Euclidean,0.1,single,normal,5.6,0,5000,,
150,15,0.6,I,ShJ,Supremum,0.1,single,normal,63.88,0,5000,,
150,15,0.6,Sh,SbJ,Euclidean,0.1,single,normal,33.4,0,2500,1,1
150,15,0.6,Sh,SbJ,Supremum,0.1,single,normal,89.16,0,2500,1,1
150,15,0.6,I,SbJ,Euclidean,0.1,single,normal,10.16,0,2500,1,1
150,15,0.6,I,SbJ,Supremum,0.1,single,normal,67.28,0,2500,1,1
50,15,0,Sh,ShP,Euclidean,0.1,column,normal,50.68,0,2500,0,0
50,15,0,Sh,ShP,Supremum,0.1,column,normal,32.96,0,2500,0,0
50,15,0,I,ShP,Euclidean,0.1,column,normal,7.56,0,2500,0,0
50,15,0,I,ShP,Supremum,0.1,column,normal,10.28,0,2500,0,0
50,15,0,Sh,SbP,Euclidean,0.1,column,normal,9.48,0,2500,1,1
50,15,0,Sh,SbP,Supremum,0.1,column,normal,6.04,0,2500,1,1
50,15,0,I,SbP,Euclidean,0.1,column,normal,18.52,0,2500,1,1
50,15,0,I,SbP,Supremum,0.1,column,normal,9.64,0,2500,1,1
50,15,0,Sh,ShJ,Euclidean,0.1,column,normal,25.08,0,2500,1,0
50,15,0,Sh,ShJ,Supremum,0.1,column,normal,15.48,0,2500,1,0
50,15,0,I,ShJ,Euclidean,0.1,column,normal,3.94,0,5000,,
50,15,0,I,ShJ,Supremum,0.1,column,normal,7.72,0,5000,,
50,15,0,Sh,SbJ,Euclidean,0.1,column,normal,11.52,0,2500,1,1
50,15,0,Sh,SbJ,Supremum,0.1,column,normal,6.2,0,2500,1,1
50,15,0,I,SbJ,Euclidean,0.1,column,normal,21.8,0,2500,1,1
50,15,0,I,SbJ,Supremum,0.1,column,normal,10.56,0,2500,1,1
250,5,0,Sh,ShP,Euclidean,0.2,column,normal,99.24,0,2500,1,1
250,5,0,Sh,ShP,Supremum,0.2,column,normal,90.04,0,2500,1,1
250,5,0,I,ShP,Euclidean,0.2,column,normal,99.8,0,2500,1,1
250,5,0,I,ShP,Supremum,0.2,column,normal,98.12,0,2500,1,1
250,5,0,Sh,SbP,Euclidean,0.2,column,normal,99.6,0,2500,1,1
250,5,0,Sh,SbP,Supremum,0.2,column,normal,93.72,0,2500,1,1
250,5,0,I,SbP,Euclidean,0.2,column,normal,99.8,0,2500,1,1
250,5,0,I,SbP,Supremum,0.2,column,normal,97.64,0,2500,1,1
250,5,0,Sh,ShJ,Euclidean,0.2,column,normal,99.16,0,2500,1,1
250,5,0,Sh,ShJ,Supremum,0.2,column,normal,89.12,0,2500,1,1
250,5,0,I,ShJ,Euclidean,0.2,column,normal,99.8,0,2500,1,1
250,5,0,I,ShJ,Supremum,0.2,column,normal,97.8,0,2500,1,1
250,5,0,Sh,SbJ,Euclidean,0.2,column,normal,99.64,0,2500,1,1
250,5,0,Sh,SbJ,Supremum,0.2,column,normal,95.88,0,2500,1,1
250,5,0,I,SbJ,Euclidean,0.2,column,normal,99.8,0,2500,1,1
250,5,0,I,SbJ,Supremum,0.2,column,normal,97.84,0,2500,1,1
100,5,0,Sh,ShP,Euclidean,0.2,single,normal,66.08,0,2500,1,1
100,5,0,Sh,ShP,Supremum,0.2,single,normal,65.8,0,2500,1,1
100,5,0,I,ShP,Euclidean,0.2,single,normal,44.68,0,2500,1,1
100,5,0,I,ShP,Supremum,0.2,single,normal,56.24,0,2500,1,1
100,5,0,Sh,SbP,Euclidean,0.2,single,normal,41.48,0,2500,1,1
100,5,0,Sh,SbP,Supremum,0.2,single,normal,52.48,0,2500,1,1
100,5,0,I,SbP,Euclidean,0.2,single,normal,42.24,0,2500,1,1
100,5,0,I,SbP,Supremum,0.2,single,normal,52.68,0,2500,1,1
100,5,0,Sh,ShJ,Euclidean,0.2,single,normal,62.24,0,2500,1,1
100,5,0,Sh,ShJ,Supremum,0.2,single,normal,62.68,0,2500,1,1
100,5,0,I,ShJ,Euclidean,0.2,single,normal,39.66,0,5000,,
100,5,0,I,ShJ,Supremum,0.2,single,normal,52.34,0,5000,,
100,5,0,Sh,SbJ,Euclidean,0.2,single,normal,45.6,0,2500,1,1
100,5,0,Sh,SbJ,Supremum,0.2,single,normal,54.44,0,2500,1,1
100,5,0,I,SbJ,Euclidean,0.2,single,normal,45.04,0,2500,1,1
100,5,0,I,SbJ,Supremum,0.2,single,normal,54.28,0,2500,1,1
50,5,0.6,Sh,ShP,Euclidean,0.2,column,normal,98.84,0,2500,0.904,0.9036
50,5,0.6,Sh,ShP,Supremum,0.2,column,normal,93.52,0,2500,0.904,0.9036
50,5,0.6,I,ShP,Euclidean,0.2,column,normal,99.96,0,2500,0.904,0.9036
50,5,0.6,I,ShP,Supremum,0.2,column,normal,99.08,0,2500,0.904,0.9036
50,5,0.6,Sh,SbP,Euclidean,0.2,column,normal,99.04,0,2500,1,1
50,5,0.6,Sh,SbP,Supremum,0.2,column,normal,70.32,0,2500,1,1
50,5,0.6,I,SbP,Euclidean,0.2,column,normal,99.88,0,2500,1,1
50,5,0.6,I,SbP,Supremum,0.2,column,normal,96.12,0,2500,1,1
50,5,0.6,Sh,ShJ,Euclidean,0.2,column,normal,92.32,0,2500,1,1
50,5,0.6,Sh,ShJ,Supremum,0.2,column,normal,77.72,0,2500,1,1
50,5,0.6,I,ShJ,Euclidean,0.2,column,normal,99.78,0,5000,,
50,5,0.6,I,ShJ,Supremum,0.2,column,normal,97.46,0,5000,,
50,5,0.6,Sh,SbJ,Euclidean,0.2,column,normal,99.36,0,2500,1,1
50,5,0.6,Sh,SbJ,Supremum,0.2,column,normal,91.24,0,2500,1,1
50,5,0.6,I,SbJ,Euclidean,0.2,column,normal,99.88,0,2500,1,1
50,5,0.6,I,SbJ,Supremum,0.2,column,normal,97.96,0,2500,1,1
250,15,0.6,Sh,ShP,Euclidean,0.2,column,normal,100,0,2500,0.9912,0.9912
250,15,0.6,Sh,ShP,Supremum,0.2,column,normal,100,0,2500,0.9912,0.9912
250,15,0.6,I,ShP,Euclidean,0.2,column,normal,100,0,2500,0.9912,0.9912
250,15,0.6,I,ShP,Supremum,0.2,column,normal,100,0,2500,0.9912,0.9912
250,15,0.6,Sh,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0.6,Sh,SbP,Supremum,0.2,column,normal,100,0,2500,1,1
250,15,0.6,I,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0.6,I,SbP,Supremum,0.2,column,normal,100,0,2500,1,1
250,15,0.6,Sh,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0.6,Sh,ShJ,Supremum,0.2,column,normal,99.72,0,2500,1,1
250,15,0.6,I,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0.6,I,ShJ,Supremum,0.2,column,normal,100,0,2500,1,1
250,15,0.6,Sh,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0.6,Sh,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
250,15,0.6,I,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0.6,I,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
150,15,0,Sh,ShP,Euclidean,0.2,column,normal,100,0,2500,0.1692,0.1688
150,15,0,Sh,ShP,Supremum,0.2,column,normal,100,0,2500,0.1692,0.1688
150,15,0,I,ShP,Euclidean,0.2,column,normal,99.72,0,2500,0.1692,0.1688
150,15,0,I,ShP,Supremum,0.2,column,normal,97.72,0,2500,0.1692,0.1688
150,15,0,Sh,SbP,Euclidean,0.2,column,normal,92.2,0,2500,1,1
150,15,0,Sh,SbP,Supremum,0.2,column,normal,66.52,0,2500,1,1
150,15,0,I,SbP,Euclidean,0.2,column,normal,99.8,0,2500,1,1
150,15,0,I,SbP,Supremum,0.2,column,normal,97.56,0,2500,1,1
150,15,0,Sh,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,1
150,15,0,Sh,ShJ,Supremum,0.2,column,normal,100,0,2500,1,1
150,15,0,I,ShJ,Euclidean,0.2,column,normal,99.5,0,5000,,
150,15,0,I,ShJ,Supremum,0.2,column,normal,97.28,0,5000,,
150,15,0,Sh,SbJ,Euclidean,0.2,column,normal,93.72,0,2500,1,1
150,15,0,Sh,SbJ,Supremum,0.2,column,normal,72.24,0,2500,1,1
150,15,0,I,SbJ,Euclidean,0.2,column,normal,99.76,0,2500,1,1
150,15,0,I,SbJ,Supremum,0.2,column,normal,97.76,0,2500,1,1
250,15,0,Sh,ShP,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0,Sh,ShP,Supremum,0.2,column,normal,99.68,0,2500,1,1
250,15,0,I,ShP,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0,I,ShP,Supremum,0.2,column,normal,99.96,0,2500,1,1
250,15,0,Sh,SbP,Euclidean,0.2,column,normal,99.76,0,2500,1,1
250,15,0,Sh,SbP,Supremum,0.2,column,normal,93.28,0,2500,1,1
250,15,0,I,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0,I,SbP,Supremum,0.2,column,normal,99.96,0,2500,1,1
250,15,0,Sh,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0,Sh,ShJ,Supremum,0.2,column,normal,99.28,0,2500,1,1
250,15,0,I,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0,I,ShJ,Supremum,0.2,column,normal,99.96,0,2500,1,1
250,15,0,Sh,SbJ,Euclidean,0.2,column,normal,99.88,0,2500,1,1
250,15,0,Sh,SbJ,Supremum,0.2,column,normal,94.84,0,2500,1,1
250,15,0,I,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,15,0,I,SbJ,Supremum,0.2,column,normal,99.96,0,2500,1,1
150,5,0,Sh,ShP,Euclidean,0,none,normal,13.44,0,2500,1,1
150,5,0,Sh,ShP,Supremum,0,none,normal,10.44,0,2500,1,1
150,5,0,I,ShP,Euclidean,0,none,normal,6.12,0,2500,1,1
150,5,0,I,ShP,Supremum,0,none,normal,5.44,0,2500,1,1
150,5,0,Sh,SbP,Euclidean,0,none,normal,5.24,0,2500,1,1
150,5,0,Sh,SbP,Supremum,0,none,normal,4.68,0,2500,1,1
150,5,0,I,SbP,Euclidean,0,none,normal,5.6,0,2500,1,1
150,5,0,I,SbP,Supremum,0,none,normal,4.72,0,2500,1,1
150,5,0,Sh,ShJ,Euclidean,0,none,normal,11.96,0,2500,1,1
150,5,0,Sh,ShJ,Supremum,0,none,normal,9.56,0,2500,1,1
150,5,0,I,ShJ,Euclidean,0,none,normal,4.62,0,5000,,
150,5,0,I,ShJ,Supremum,0,none,normal,4.48,0,5000,,
150,5,0,Sh,SbJ,Euclidean,0,none,normal,6.04,0,2500,1,1
150,5,0,Sh,SbJ,Supremum,0,none,normal,4.96,0,2500,1,1
150,5,0,I,SbJ,Euclidean,0,none,normal,6.24,0,2500,1,1
150,5,0,I,SbJ,Supremum,0,none,normal,5.2,0,2500,1,1
50,15,0.3,Sh,ShP,Euclidean,0.2,column,normal,91.56,0,2500,0,0
50,15,0.3,Sh,ShP,Supremum,0.2,column,normal,80.52,0,2500,0,0
50,15,0.3,I,ShP,Euclidean,0.2,column,normal,80.24,0,2500,0,0
50,15,0.3,I,ShP,Supremum,0.2,column,normal,76.6,0,2500,0,0
50,15,0.3,Sh,SbP,Euclidean,0.2,column,normal,46.92,0,2500,1,1
50,15,0.3,Sh,SbP,Supremum,0.2,column,normal,32.2,0,2500,1,1
50,15,0.3,I,SbP,Euclidean,0.2,column,normal,85.4,0,2500,1,1
50,15,0.3,I,SbP,Supremum,0.2,column,normal,80.04,0,2500,1,1
50,15,0.3,Sh,ShJ,Euclidean,0.2,column,normal,76.32,0,2500,1,0
50,15,0.3,Sh,ShJ,Supremum,0.2,column,normal,59.72,0,2500,1,0
50,15,0.3,I,ShJ,Euclidean,0.2,column,normal,70.8,0,5000,,
50,15,0.3,I,ShJ,Supremum,0.2,column,normal,69.3,0,5000,,
50,15,0.3,Sh,SbJ,Euclidean,0.2,column,normal,44.84,0,2500,1,1
50,15,0.3,Sh,SbJ,Supremum,0.2,column,normal,34.2,0,2500,1,1
50,15,0.3,I,SbJ,Euclidean,0.2,column,normal,84.72,0,2500,1,1
50,15,0.3,I,SbJ,Supremum,0.2,column,normal,79.4,0,2500,1,1
100,5,0,Sh,ShP,Euclidean,0.1,single,normal,29.4,0,2500,1,1
100,5,0,Sh,ShP,Supremum,0.1,single,normal,24.56,0,2500,1,1
100,5,0,I,ShP,Euclidean,0.1,single,normal,10.84,0,2500,1,1
100,5,0,I,ShP,Supremum,0.1,single,normal,13.24,0,2500,1,1
100,5,0,Sh,SbP,Euclidean,0.1,single,normal,9.24,0,2500,1,1
100,5,0,Sh,SbP,Supremum,0.1,single,normal,10.64,0,2500,1,1
100,5,0,I,SbP,Euclidean,0.1,single,normal,9.4,0,2500,1,1
100,5,0,I,SbP,Supremum,0.1,single,normal,10.8,0,2500,1,1
100,5,0,Sh,ShJ,Euclidean,0.1,single,normal,25.16,0,2500,1,1
100,5,0,Sh,ShJ,Supremum,0.1,single,normal,21.4,0,2500,1,1
100,5,0,I,ShJ,Euclidean,0.1,single,normal,9.44,0,5000,,
100,5,0,I,ShJ,Supremum,0.1,single,normal,10.98,0,5000,,
100,5,0,Sh,SbJ,Euclidean,0.1,single,normal,11,0,2500,1,1
100,5,0,Sh,SbJ,Supremum,0.1,single,normal,11.8,0,2500,1,1
100,5,0,I,SbJ,Euclidean,0.1,single,normal,10.92,0,2500,1,1
100,5,0,I,SbJ,Supremum,0.1,single,normal,12,0,2500,1,1
250,5,0,Sh,ShP,Euclidean,0.1,single,normal,38.12,0,2500,1,1
250,5,0,Sh,ShP,Supremum,0.1,single,normal,37.36,0,2500,1,1
250,5,0,I,ShP,Euclidean,0.1,single,normal,29.24,0,2500,1,1
250,5,0,I,ShP,Supremum,0.1,single,normal,32.84,0,2500,1,1
250,5,0,Sh,SbP,Euclidean,0.1,single,normal,27.76,0,2500,1,1
250,5,0,Sh,SbP,Supremum,0.1,single,normal,31.28,0,2500,1,1
250,5,0,I,SbP,Euclidean,0.1,single,normal,27.88,0,2500,1,1
250,5,0,I,SbP,Supremum,0.1,single,normal,31.64,0,2500,1,1
250,5,0,Sh,ShJ,Euclidean,0.1,single,normal,36.4,0,2500,1,1
250,5,0,Sh,ShJ,Supremum,0.1,single,normal,36.64,0,2500,1,1
250,5,0,I,ShJ,Euclidean,0.1,single,normal,27.44,0,2500,1,1
250,5,0,I,ShJ,Supremum,0.1,single,normal,31.72,0,2500,1,1
250,5,0,Sh,SbJ,Euclidean,0.1,single,normal,29.44,0,2500,1,1
250,5,0,Sh,SbJ,Supremum,0.1,single,normal,32.28,0,2500,1,1
250,5,0,I,SbJ,Euclidean,0.1,single,normal,29.12,0,2500,1,1
250,5,0,I,SbJ,Supremum,0.1,single,normal,32.08,0,2500,1,1
250,5,0.3,Sh,ShP,Euclidean,0.2,column,normal,100,0,2500,1,1
250,5,0.3,Sh,ShP,Supremum,0.2,column,normal,99.44,0,2500,1,1
250,5,0.3,I,ShP,Euclidean,0.2,column,normal,100,0,2500,1,1
250,5,0.3,I,ShP,Supremum,0.2,column,normal,100,0,2500,1,1
250,5,0.3,Sh,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
250,5,0.3,Sh,SbP,Supremum,0.2,column,normal,99.8,0,2500,1,1
250,5,0.3,I,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
250,5,0.3,I,SbP,Supremum,0.2,column,normal,100,0,2500,1,1
250,5,0.3,Sh,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,5,0.3,Sh,ShJ,Supremum,0.2,column,normal,99.16,0,2500,1,1
250,5,0.3,I,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,5,0.3,I,ShJ,Supremum,0.2,column,normal,100,0,2500,1,1
250,5,0.3,Sh,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,5,0.3,Sh,SbJ,Supremum,0.2,column,normal,99.88,0,2500,1,1
250,5,0.3,I,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
250,5,0.3,I,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
100,15,0.6,Sh,ShP,Euclidean,0.2,column,normal,100,0,2500,0,0
100,15,0.6,Sh,ShP,Supremum,0.2,column,normal,99.44,0,2500,0,0
100,15,0.6,I,ShP,Euclidean,0.2,column,normal,100,0,2500,0,0
100,15,0.6,I,ShP,Supremum,0.2,column,normal,100,0,2500,0,0
100,15,0.6,Sh,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
100,15,0.6,Sh,SbP,Supremum,0.2,column,normal,99.96,0,2500,1,1
100,15,0.6,I,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
100,15,0.6,I,SbP,Supremum,0.2,column,normal,100,0,2500,1,1
100,15,0.6,Sh,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,0
100,15,0.6,Sh,ShJ,Supremum,0.2,column,normal,100,0,2500,1,0
100,15,0.6,I,ShJ,Euclidean,0.2,column,normal,100,0,5000,,
100,15,0.6,I,ShJ,Supremum,0.2,column,normal,100,0,5000,,
100,15,0.6,Sh,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
100,15,0.6,Sh,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
100,15,0.6,I,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
100,15,0.6,I,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
100,5,0.3,Sh,ShP,Euclidean,0,none,normal,15.88,0,2500,1,1
100,5,0.3,Sh,ShP,Supremum,0,none,normal,13.84,0,2500,1,1
100,5,0.3,I,ShP,Euclidean,0,none,normal,4.12,0,2500,1,1
100,5,0.3,I,ShP,Supremum,0,none,normal,5.56,0,2500,1,1
100,5,0.3,Sh,SbP,Euclidean,0,none,normal,4.08,0,2500,1,1
100,5,0.3,Sh,SbP,Supremum,0,none,normal,4.48,0,2500,1,1
100,5,0.3,I,SbP,Euclidean,0,none,normal,3.64,0,2500,1,1
100,5,0.3,I,SbP,Supremum,0,none,normal,4.28,0,2500,1,1
100,5,0.3,Sh,ShJ,Euclidean,0,none,normal,12.12,0,2500,1,1
100,5,0.3,Sh,ShJ,Supremum,0,none,normal,11.32,0,2500,1,1
100,5,0.3,I,ShJ,Euclidean,0,none,normal,3.18,0,5000,,
100,5,0.3,I,ShJ,Supremum,0,none,normal,4.02,0,5000,,
100,5,0.3,Sh,SbJ,Euclidean,0,none,normal,5.16,0,2500,1,1
100,5,0.3,Sh,SbJ,Supremum,0,none,normal,4.88,0,2500,1,1
100,5,0.3,I,SbJ,Euclidean,0,none,normal,4.2,0,2500,1,1
100,5,0.3,I,SbJ,Supremum,0,none,normal,4.8,0,2500,1,1
150,15,0,Sh,ShP,Euclidean,0.1,single,normal,100,0,2500,0.8032,0.8032
150,15,0,Sh,ShP,Supremum,0.1,single,normal,100,0,2500,0.8032,0.8032
150,15,0,I,ShP,Euclidean,0.1,single,normal,3.88,0,2500,0.8032,0.8032
150,15,0,I,ShP,Supremum,0.1,single,normal,9.48,0,2500,0.8032,0.8032
150,15,0,Sh,SbP,Euclidean,0.1,single,normal,7.4,0,2500,1,1
150,15,0,Sh,SbP,Supremum,0.1,single,normal,8.52,0,2500,1,1
150,15,0,I,SbP,Euclidean,0.1,single,normal,7.36,0,2500,1,1
150,15,0,I,SbP,Supremum,0.1,single,normal,8.64,0,2500,1,1
150,15,0,Sh,ShJ,Euclidean,0.1,single,normal,100,0,2500,1,1
150,15,0,Sh,ShJ,Supremum,0.1,single,normal,99.96,0,2500,1,1
150,15,0,I,ShJ,Euclidean,0.1,single,normal,1.9,0,5000,,
150,15,0,I,ShJ,Supremum,0.1,single,normal,7.86,0,5000,,
150,15,0,Sh,SbJ,Euclidean,0.1,single,normal,7.96,0,2500,1,1
150,15,0,Sh,SbJ,Supremum,0.1,single,normal,8.64,0,2500,1,1
150,15,0,I,SbJ,Euclidean,0.1,single,normal,7.76,0,2500,1,1
150,15,0,I,SbJ,Supremum,0.1,single,normal,8.68,0,2500,1,1
250,5,0,Sh,ShP,Euclidean,0.2,single,normal,92.56,0,2500,1,1
250,5,0,Sh,ShP,Supremum,0.2,single,normal,95.16,0,2500,1,1
250,5,0,I,ShP,Euclidean,0.2,single,normal,90.8,0,2500,1,1
250,5,0,I,ShP,Supremum,0.2,single,normal,95.32,0,2500,1,1
250,5,0,Sh,SbP,Euclidean,0.2,single,normal,90.32,0,2500,1,1
250,5,0,Sh,SbP,Supremum,0.2,single,normal,95.08,0,2500,1,1
250,5,0,I,SbP,Euclidean,0.2,single,normal,90.28,0,2500,1,1
250,5,0,I,SbP,Supremum,0.2,single,normal,94.92,0,2500,1,1
250,5,0,Sh,ShJ,Euclidean,0.2,single,normal,92.16,0,2500,1,1
250,5,0,Sh,ShJ,Supremum,0.2,single,normal,94.84,0,2500,1,1
250,5,0,I,ShJ,Euclidean,0.2,single,normal,89.96,0,2500,1,1
250,5,0,I,ShJ,Supremum,0.2,single,normal,95.12,0,2500,1,1
250,5,0,Sh,SbJ,Euclidean,0.2,single,normal,91,0,2500,1,1
250,5,0,Sh,SbJ,Supremum,0.2,single,normal,95.2,0,2500,1,1
250,5,0,I,SbJ,Euclidean,0.2,single,normal,90.72,0,2500,1,1
250,5,0,I,SbJ,Supremum,0.2,single,normal,95.16,0,2500,1,1
250,5,0.3,Sh,ShP,Euclidean,0.1,column,normal,77.12,0,2500,1,1
250,5,0.3,Sh,ShP,Supremum,0.1,column,normal,54.6,0,2500,1,1
250,5,0.3,I,ShP,Euclidean,0.1,column,normal,90.64,0,2500,1,1
250,5,0.3,I,ShP,Supremum,0.1,column,normal,72.6,0,2500,1,1
250,5,0.3,Sh,SbP,Euclidean,0.1,column,normal,83.2,0,2500,1,1
250,5,0.3,Sh,SbP,Supremum,0.1,column,normal,54.48,0,2500,1,1
250,5,0.3,I,SbP,Euclidean,0.1,column,normal,90.36,0,2500,1,1
250,5,0.3,I,SbP,Supremum,0.1,column,normal,69.92,0,2500,1,1
250,5,0.3,Sh,ShJ,Euclidean,0.1,column,normal,75.16,0,2500,1,1
250,5,0.3,Sh,ShJ,Supremum,0.1,column,normal,52.76,0,2500,1,1
250,5,0.3,I,ShJ,Euclidean,0.1,column,normal,89.88,0,2500,1,1
250,5,0.3,I,ShJ,Supremum,0.1,column,normal,71.12,0,2500,1,1
250,5,0.3,Sh,SbJ,Euclidean,0.1,column,normal,84.04,0,2500,1,1
250,5,0.3,Sh,SbJ,Supremum,0.1,column,normal,58.64,0,2500,1,1
250,5,0.3,I,SbJ,Euclidean,0.1,column,normal,90.56,0,2500,1,1
250,5,0.3,I,SbJ,Supremum,0.1,column,normal,71.4,0,2500,1,1
250,15,0.6,Sh,ShP,Euclidean,0.2,single,normal,100,0,2500,1,1
250,15,0.6,Sh,ShP,Supremum,0.2,single,normal,100,0,2500,1,1
250,15,0.6,I,ShP,Euclidean,0.2,single,normal,99.84,0,2500,1,1
250,15,0.6,I,ShP,Supremum,0.2,single,normal,100,0,2500,1,1
250,15,0.6,Sh,SbP,Euclidean,0.2,single,normal,100,0,2500,1,1
250,15,0.6,Sh,SbP,Supremum,0.2,single,normal,100,0,2500,1,1
250,15,0.6,I,SbP,Euclidean,0.2,single,normal,99.88,0,2500,1,1
250,15,0.6,I,SbP,Supremum,0.2,single,normal,100,0,2500,1,1
250,15,0.6,Sh,ShJ,Euclidean,0.2,single,normal,100,0,2500,1,1
250,15,0.6,Sh,ShJ,Supremum,0.2,single,normal,100,0,2500,1,1
250,15,0.6,I,ShJ,Euclidean,0.2,single,normal,99.44,0,2500,1,1
250,15,0.6,I,ShJ,Supremum,0.2,single,normal,100,0,2500,1,1
250,15,0.6,Sh,SbJ,Euclidean,0.2,single,normal,100,0,2500,1,1
250,15,0.6,Sh,SbJ,Supremum,0.2,single,normal,100,0,2500,1,1
250,15,0.6,I,SbJ,Euclidean,0.2,single,normal,99.8,0,2500,1,1
250,15,0.6,I,SbJ,Supremum,0.2,single,normal,100,0,2500,1,1
100,5,0.6,Sh,ShP,Euclidean,0.2,column,normal,100,0,2500,1,1
100,5,0.6,Sh,ShP,Supremum,0.2,column,normal,99.88,0,2500,1,1
100,5,0.6,I,ShP,Euclidean,0.2,column,normal,100,0,2500,1,1
100,5,0.6,I,ShP,Supremum,0.2,column,normal,100,0,2500,1,1
100,5,0.6,Sh,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
100,5,0.6,Sh,SbP,Supremum,0.2,column,normal,99.8,0,2500,1,1
100,5,0.6,I,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
100,5,0.6,I,SbP,Supremum,0.2,column,normal,100,0,2500,1,1
100,5,0.6,Sh,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,1
100,5,0.6,Sh,ShJ,Supremum,0.2,column,normal,99.56,0,2500,1,1
100,5,0.6,I,ShJ,Euclidean,0.2,column,normal,100,0,5000,,
100,5,0.6,I,ShJ,Supremum,0.2,column,normal,100,0,5000,,
100,5,0.6,Sh,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
100,5,0.6,Sh,SbJ,Supremum,0.2,column,normal,99.96,0,2500,1,1
100,5,0.6,I,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
100,5,0.6,I,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
250,5,0.3,Sh,ShP,Euclidean,0.2,single,normal,99.92,0,2500,1,1
250,5,0.3,Sh,ShP,Supremum,0.2,single,normal,100,0,2500,1,1
250,5,0.3,I,ShP,Euclidean,0.2,single,normal,99.84,0,2500,1,1
250,5,0.3,I,ShP,Supremum,0.2,single,normal,100,0,2500,1,1
250,5,0.3,Sh,SbP,Euclidean,0.2,single,normal,99.92,0,2500,1,1
250,5,0.3,Sh,SbP,Supremum,0.2,single,normal,100,0,2500,1,1
250,5,0.3,I,SbP,Euclidean,0.2,single,normal,99.76,0,2500,1,1
250,5,0.3,I,SbP,Supremum,0.2,single,normal,100,0,2500,1,1
250,5,0.3,Sh,ShJ,Euclidean,0.2,single,normal,99.92,0,2500,1,1
250,5,0.3,Sh,ShJ,Supremum,0.2,single,normal,99.96,0,2500,1,1
250,5,0.3,I,ShJ,Euclidean,0.2,single,normal,99.76,0,2500,1,1
250,5,0.3,I,ShJ,Supremum,0.2,single,normal,100,0,2500,1,1
250,5,0.3,Sh,SbJ,Euclidean,0.2,single,normal,99.92,0,2500,1,1
250,5,0.3,Sh,SbJ,Supremum,0.2,single,normal,100,0,2500,1,1
250,5,0.3,I,SbJ,Euclidean,0.2,single,normal,99.8,0,2500,1,1
250,5,0.3,I,SbJ,Supremum,0.2,single,normal,100,0,2500,1,1
50,5,0.3,Sh,ShP,Euclidean,0.2,single,normal,74.32,0,2500,1,1
50,5,0.3,Sh,ShP,Supremum,0.2,single,normal,64.2,0,2500,1,1
50,5,0.3,I,ShP,Euclidean,0.2,single,normal,34.8,0,2500,1,1
50,5,0.3,I,ShP,Supremum,0.2,single,normal,51.44,0,2500,1,1
50,5,0.3,Sh,SbP,Euclidean,0.2,single,normal,34.44,0,2500,1,1
50,5,0.3,Sh,SbP,Supremum,0.2,single,normal,46.88,0,2500,1,1
50,5,0.3,I,SbP,Euclidean,0.2,single,normal,29.6,0,2500,1,1
50,5,0.3,I,SbP,Supremum,0.2,single,normal,43.44,0,2500,1,1
50,5,0.3,Sh,ShJ,Euclidean,0.2,single,normal,62.8,0,2500,1,1
