n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,rejection_rate,pvalue_NA_rate,N,psd_rate,pd_rate
50,5,0.6,I,ShJ,Supremum,0,none,normal,2.24,0,5000,,
50,5,0.6,Sh,SbJ,Euclidean,0,none,normal,2.68,0,2500,1,1
50,5,0.6,Sh,SbJ,Supremum,0,none,normal,2.96,0,2500,1,1
50,5,0.6,I,SbJ,Euclidean,0,none,normal,2.64,0,2500,1,1
50,5,0.6,I,SbJ,Supremum,0,none,normal,3.32,0,2500,1,1
50,15,0,Sh,ShP,Euclidean,0.2,single,normal,37.04,0,2500,0,0
50,15,0,Sh,ShP,Supremum,0.2,single,normal,23.48,0,2500,0,0
50,15,0,I,ShP,Euclidean,0.2,single,normal,1.08,0,2500,0,0
50,15,0,I,ShP,Supremum,0.2,single,normal,9.32,0,2500,0,0
50,15,0,Sh,SbP,Euclidean,0.2,single,normal,7.72,0,2500,1,1
50,15,0,Sh,SbP,Supremum,0.2,single,normal,8.96,0,2500,1,1
50,15,0,I,SbP,Euclidean,0.2,single,normal,8.12,0,2500,1,1
50,15,0,I,SbP,Supremum,0.2,single,normal,8.84,0,2500,1,1
50,15,0,Sh,ShJ,Euclidean,0.2,single,normal,15.72,0,2500,1,0
50,15,0,Sh,ShJ,Supremum,0.2,single,normal,10.12,0,2500,1,0
50,15,0,I,ShJ,Euclidean,0.2,single,normal,0.32,0,5000,,
50,15,0,I,ShJ,Supremum,0.2,single,normal,6.58,0,5000,,
50,15,0,Sh,SbJ,Euclidean,0.2,single,normal,10.2,0,2500,1,1
50,15,0,Sh,SbJ,Supremum,0.2,single,normal,9.12,0,2500,1,1
50,15,0,I,SbJ,Euclidean,0.2,single,normal,9.96,0,2500,1,1
50,15,0,I,SbJ,Supremum,0.2,single,normal,9.12,0,2500,1,1
250,5,0.6,Sh,ShP,Euclidean,0.1,column,normal,99.92,0,2500,1,1
250,5,0.6,Sh,ShP,Supremum,0.1,column,normal,97.44,0,2500,1,1
250,5,0.6,I,ShP,Euclidean,0.1,column,normal,100,0,2500,1,1
250,5,0.6,I,ShP,Supremum,0.1,column,normal,99.88,0,2500,1,1
250,5,0.6,Sh,SbP,Euclidean,0.1,column,normal,99.92,0,2500,1,1
250,5,0.6,Sh,SbP,Supremum,0.1,column,normal,98.64,0,2500,1,1
250,5,0.6,I,SbP,Euclidean,0.1,column,normal,100,0,2500,1,1
250,5,0.6,I,SbP,Supremum,0.1,column,normal,99.84,0,2500,1,1
250,5,0.6,Sh,ShJ,Euclidean,0.1,column,normal,99.92,0,2500,1,1
250,5,0.6,Sh,ShJ,Supremum,0.1,column,normal,96.56,0,2500,1,1
250,5,0.6,I,ShJ,Euclidean,0.1,column,normal,100,0,2500,1,1
250,5,0.6,I,ShJ,Supremum,0.1,column,normal,99.88,0,2500,1,1
250,5,0.6,Sh,SbJ,Euclidean,0.1,column,normal,99.96,0,2500,1,1
250,5,0.6,Sh,SbJ,Supremum,0.1,column,normal,99.04,0,2500,1,1
250,5,0.6,I,SbJ,Euclidean,0.1,column,normal,100,0,2500,1,1
250,5,0.6,I,SbJ,Supremum,0.1,column,normal,99.88,0,2500,1,1
50,15,0.3,Sh,ShP,Euclidean,0.1,column,normal,78.76,0,2500,0,0
50,15,0.3,Sh,ShP,Supremum,0.1,column,normal,59.84,0,2500,0,0
50,15,0.3,I,ShP,Euclidean,0.1,column,normal,17.04,0,2500,0,0
50,15,0.3,I,ShP,Supremum,0.1,column,normal,18.6,0,2500,0,0
50,15,0.3,Sh,SbP,Euclidean,0.1,column,normal,9.8,0,2500,1,1
50,15,0.3,Sh,SbP,Supremum,0.1,column,normal,7.8,0,2500,1,1
50,15,0.3,I,SbP,Euclidean,0.1,column,normal,24.12,0,2500,1,1
50,15,0.3,I,SbP,Supremum,0.1,column,normal,20.84,0,2500,1,1
50,15,0.3,Sh,ShJ,Euclidean,0.1,column,normal,45.48,0,2500,1,0
50,15,0.3,Sh,ShJ,Supremum,0.1,column,normal,28.48,0,2500,1,0
50,15,0.3,I,ShJ,Euclidean,0.1,column,normal,10.32,0,5000,,
50,15,0.3,I,ShJ,Supremum,0.1,column,normal,13.6,0,5000,,
50,15,0.3,Sh,SbJ,Euclidean,0.1,column,normal,7.6,0,2500,1,1
50,15,0.3,Sh,SbJ,Supremum,0.1,column,normal,6.84,0,2500,1,1
50,15,0.3,I,SbJ,Euclidean,0.1,column,normal,24,0,2500,1,1
50,15,0.3,I,SbJ,Supremum,0.1,column,normal,20.4,0,2500,1,1
100,5,0.6,Sh,ShP,Euclidean,0.1,single,normal,78.8,0,2500,1,1
100,5,0.6,Sh,ShP,Supremum,0.1,single,normal,66.6,0,2500,1,1
100,5,0.6,I,ShP,Euclidean,0.1,single,normal,53.76,0,2500,1,1
100,5,0.6,I,ShP,Supremum,0.1,single,normal,72.24,0,2500,1,1
100,5,0.6,Sh,SbP,Euclidean,0.1,single,normal,63.6,0,2500,1,1
100,5,0.6,Sh,SbP,Supremum,0.1,single,normal,76.76,0,2500,1,1
100,5,0.6,I,SbP,Euclidean,0.1,single,normal,51.44,0,2500,1,1
100,5,0.6,I,SbP,Supremum,0.1,single,normal,69.8,0,2500,1,1
100,5,0.6,Sh,ShJ,Euclidean,0.1,single,normal,69.72,0,2500,1,1
100,5,0.6,Sh,ShJ,Supremum,0.1,single,normal,57.28,0,2500,1,1
100,5,0.6,I,ShJ,Euclidean,0.1,single,normal,42.5,0,5000,,
100,5,0.6,I,ShJ,Supremum,0.1,single,normal,67.26,0,5000,,
100,5,0.6,Sh,SbJ,Euclidean,0.1,single,normal,62.56,0,2500,1,1
100,5,0.6,Sh,SbJ,Supremum,0.1,single,normal,75.56,0,2500,1,1
100,5,0.6,I,SbJ,Euclidean,0.1,single,normal,49.24,0,2500,1,1
100,5,0.6,I,SbJ,Supremum,0.1,single,normal,68.24,0,2500,1,1
50,15,0,Sh,ShP,Euclidean,0.1,single,normal,32.32,0,2500,0,0
50,15,0,Sh,ShP,Supremum,0.1,single,normal,20.6,0,2500,0,0
50,15,0,I,ShP,Euclidean,0.1,single,normal,0.96,0,2500,0,0
50,15,0,I,ShP,Supremum,0.1,single,normal,4.48,0,2500,0,0
50,15,0,Sh,SbP,Euclidean,0.1,single,normal,5.16,0,2500,1,1
50,15,0,Sh,SbP,Supremum,0.1,single,normal,4.28,0,2500,1,1
50,15,0,I,SbP,Euclidean,0.1,single,normal,5.48,0,2500,1,1
50,15,0,I,SbP,Supremum,0.1,single,normal,4.44,0,2500,1,1
50,15,0,Sh,ShJ,Euclidean,0.1,single,normal,12.92,0,2500,1,0
50,15,0,Sh,ShJ,Supremum,0.1,single,normal,8.24,0,2500,1,0
50,15,0,I,ShJ,Euclidean,0.1,single,normal,0.24,0,5000,,
50,15,0,I,ShJ,Supremum,0.1,single,normal,3.08,0,5000,,
50,15,0,Sh,SbJ,Euclidean,0.1,single,normal,6.68,0,2500,1,1
50,15,0,Sh,SbJ,Supremum,0.1,single,normal,4.4,0,2500,1,1
50,15,0,I,SbJ,Euclidean,0.1,single,normal,6.72,0,2500,1,1
50,15,0,I,SbJ,Supremum,0.1,single,normal,4.6,0,2500,1,1
50,15,0.6,Sh,ShP,Euclidean,0,none,normal,63.8,0,2500,0,0
50,15,0.6,Sh,ShP,Supremum,0,none,normal,46.64,0,2500,0,0
50,15,0.6,I,ShP,Euclidean,0,none,normal,1.36,0,2500,0,0
50,15,0.6,I,ShP,Supremum,0,none,normal,2.88,0,2500,0,0
50,15,0.6,Sh,SbP,Euclidean,0,none,normal,3.76,0,2500,1,1
50,15,0.6,Sh,SbP,Supremum,0,none,normal,5.48,0,2500,1,1
50,15,0.6,I,SbP,Euclidean,0,none,normal,3.6,0,2500,1,1
50,15,0.6,I,SbP,Supremum,0,none,normal,4.96,0,2500,1,1
50,15,0.6,Sh,ShJ,Euclidean,0,none,normal,35.24,0,2500,1,0
50,15,0.6,Sh,ShJ,Supremum,0,none,normal,20.56,0,2500,1,0
50,15,0.6,I,ShJ,Euclidean,0,none,normal,0.22,0,5000,,
50,15,0.6,I,ShJ,Supremum,0,none,normal,1.18,0,5000,,
50,15,0.6,Sh,SbJ,Euclidean,0,none,normal,1.16,0,2500,1,1
50,15,0.6,Sh,SbJ,Supremum,0,none,normal,3.04,0,2500,1,1
50,15,0.6,I,SbJ,Euclidean,0,none,normal,1.92,0,2500,1,1
50,15,0.6,I,SbJ,Supremum,0,none,normal,3.04,0,2500,1,1
150,15,0.6,Sh,ShP,Euclidean,0,none,normal,99.92,0,2500,0,0
150,15,0.6,Sh,ShP,Supremum,0,none,normal,97.76,0,2500,0,0
150,15,0.6,I,ShP,Euclidean,0,none,normal,3.44,0,2500,0,0
150,15,0.6,I,ShP,Supremum,0,none,normal,5,0,2500,0,0
150,15,0.6,Sh,SbP,Euclidean,0,none,normal,4,0,2500,1,1
150,15,0.6,Sh,SbP,Supremum,0,none,normal,5.2,0,2500,1,1
150,15,0.6,I,SbP,Euclidean,0,none,normal,4.48,0,2500,1,1
150,15,0.6,I,SbP,Supremum,0,none,normal,5.56,0,2500,1,1
150,15,0.6,Sh,ShJ,Euclidean,0,none,normal,99.96,0,2500,1,1
150,15,0.6,Sh,ShJ,Supremum,0,none,normal,92,0,2500,1,1
150,15,0.6,I,ShJ,Euclidean,0,none,normal,1.6,0,5000,,
150,15,0.6,I,ShJ,Supremum,0,none,normal,3.12,0,5000,,
150,15,0.6,Sh,SbJ,Euclidean,0,none,normal,2.32,0,2500,1,1
150,15,0.6,Sh,SbJ,Supremum,0,none,normal,4.28,0,2500,1,1
150,15,0.6,I,SbJ,Euclidean,0,none,normal,3.6,0,2500,1,1
150,15,0.6,I,SbJ,Supremum,0,none,normal,4.64,0,2500,1,1
250,5,0,Sh,ShP,Euclidean,0,none,normal,10.12,0,2500,1,1
250,5,0,Sh,ShP,Supremum,0,none,normal,9.12,0,2500,1,1
250,5,0,I,ShP,Euclidean,0,none,normal,5.36,0,2500,1,1
250,5,0,I,ShP,Supremum,0,none,normal,5.6,0,2500,1,1
250,5,0,Sh,SbP,Euclidean,0,none,normal,4.88,0,2500,1,1
250,5,0,Sh,SbP,Supremum,0,none,normal,5.08,0,2500,1,1
250,5,0,I,SbP,Euclidean,0,none,normal,4.88,0,2500,1,1
250,5,0,I,SbP,Supremum,0,none,normal,4.88,0,2500,1,1
250,5,0,Sh,ShJ,Euclidean,0,none,normal,9.36,0,2500,1,1
250,5,0,Sh,ShJ,Supremum,0,none,normal,8.4,0,2500,1,1
250,5,0,I,ShJ,Euclidean,0,none,normal,4.88,0,2500,1,1
250,5,0,I,ShJ,Supremum,0,none,normal,5.12,0,2500,1,1
250,5,0,Sh,SbJ,Euclidean,0,none,normal,5.52,0,2500,1,1
250,5,0,Sh,SbJ,Supremum,0,none,normal,5.2,0,2500,1,1
250,5,0,I,SbJ,Euclidean,0,none,normal,5.32,0,2500,1,1
250,5,0,I,SbJ,Supremum,0,none,normal,5.2,0,2500,1,1
100,5,0,Sh,ShP,Euclidean,0.2,column,normal,79.16,0,2500,1,1
100,5,0,Sh,ShP,Supremum,0.2,column,normal,62.04,0,2500,1,1
100,5,0,I,ShP,Euclidean,0.2,column,normal,85.76,0,2500,1,1
100,5,0,I,ShP,Supremum,0.2,column,normal,69.32,0,2500,1,1
100,5,0,Sh,SbP,Euclidean,0.2,column,normal,77.28,0,2500,1,1
100,5,0,Sh,SbP,Supremum,0.2,column,normal,48.08,0,2500,1,1
100,5,0,I,SbP,Euclidean,0.2,column,normal,84.44,0,2500,1,1
100,5,0,I,SbP,Supremum,0.2,column,normal,60.92,0,2500,1,1
100,5,0,Sh,ShJ,Euclidean,0.2,column,normal,75.52,0,2500,1,1
100,5,0,Sh,ShJ,Supremum,0.2,column,normal,57.8,0,2500,1,1
100,5,0,I,ShJ,Euclidean,0.2,column,normal,84.14,0,5000,,
100,5,0,I,ShJ,Supremum,0.2,column,normal,65,0,5000,,
100,5,0,Sh,SbJ,Euclidean,0.2,column,normal,80.96,0,2500,1,1
100,5,0,Sh,SbJ,Supremum,0.2,column,normal,58.48,0,2500,1,1
100,5,0,I,SbJ,Euclidean,0.2,column,normal,85.84,0,2500,1,1
100,5,0,I,SbJ,Supremum,0.2,column,normal,66.76,0,2500,1,1
150,15,0,Sh,ShP,Euclidean,0,none,normal,100,0,2500,0.8024,0.8016
150,15,0,Sh,ShP,Supremum,0,none,normal,100,0,2500,0.8024,0.8016
150,15,0,I,ShP,Euclidean,0,none,normal,1.88,0,2500,0.8024,0.8016
150,15,0,I,ShP,Supremum,0,none,normal,5.24,0,2500,0.8024,0.8016
150,15,0,Sh,SbP,Euclidean,0,none,normal,4.12,0,2500,1,1
150,15,0,Sh,SbP,Supremum,0,none,normal,4.88,0,2500,1,1
150,15,0,I,SbP,Euclidean,0,none,normal,4.2,0,2500,1,1
150,15,0,I,SbP,Supremum,0,none,normal,5.08,0,2500,1,1
150,15,0,Sh,ShJ,Euclidean,0,none,normal,100,0,2500,1,1
150,15,0,Sh,ShJ,Supremum,0,none,normal,99.88,0,2500,1,1
150,15,0,I,ShJ,Euclidean,0,none,normal,1.06,0,5000,,
150,15,0,I,ShJ,Supremum,0,none,normal,4.26,0,5000,,
150,15,0,Sh,SbJ,Euclidean,0,none,normal,4.4,0,2500,1,1
150,15,0,Sh,SbJ,Supremum,0,none,normal,4.96,0,2500,1,1
150,15,0,I,SbJ,Euclidean,0,none,normal,4.32,0,2500,1,1
150,15,0,I,SbJ,Supremum,0,none,normal,4.76,0,2500,1,1
250,5,0.3,Sh,ShP,Euclidean,0.1,single,normal,61.84,0,2500,1,1
250,5,0.3,Sh,ShP,Supremum,0.1,single,normal,61.2,0,2500,1,1
250,5,0.3,I,ShP,Euclidean,0.1,single,normal,47.4,0,2500,1,1
250,5,0.3,I,ShP,Supremum,0.1,single,normal,60.56,0,2500,1,1
250,5,0.3,Sh,SbP,Euclidean,0.1,single,normal,54.96,0,2500,1,1
250,5,0.3,Sh,SbP,Supremum,0.1,single,normal,63.48,0,2500,1,1
250,5,0.3,I,SbP,Euclidean,0.1,single,normal,46.64,0,2500,1,1
250,5,0.3,I,SbP,Supremum,0.1,single,normal,59.32,0,2500,1,1
250,5,0.3,Sh,ShJ,Euclidean,0.1,single,normal,59.92,0,2500,1,1
250,5,0.3,Sh,ShJ,Supremum,0.1,single,normal,59.44,0,2500,1,1
250,5,0.3,I,ShJ,Euclidean,0.1,single,normal,45.12,0,2500,1,1
250,5,0.3,I,ShJ,Supremum,0.1,single,normal,59.4,0,2500,1,1
250,5,0.3,Sh,SbJ,Euclidean,0.1,single,normal,56.2,0,2500,1,1
250,5,0.3,Sh,SbJ,Supremum,0.1,single,normal,63.64,0,2500,1,1
250,5,0.3,I,SbJ,Euclidean,0.1,single,normal,47.16,0,2500,1,1
250,5,0.3,I,SbJ,Supremum,0.1,single,normal,59.72,0,2500,1,1
150,15,0.6,Sh,ShP,Euclidean,0.2,single,normal,100,0,2500,0,0
150,15,0.6,Sh,ShP,Supremum,0.2,single,normal,100,0,2500,0,0
150,15,0.6,I,ShP,Euclidean,0.2,single,normal,73.76,0,2500,0,0
150,15,0.6,I,ShP,Supremum,0.2,single,normal,100,0,2500,0,0
150,15,0.6,Sh,SbP,Euclidean,0.2,single,normal,99.96,0,2500,1,1
150,15,0.6,Sh,SbP,Supremum,0.2,single,normal,100,0,2500,1,1
150,15,0.6,I,SbP,Euclidean,0.2,single,normal,80.84,0,2500,1,1
150,15,0.6,I,SbP,Supremum,0.2,single,normal,100,0,2500,1,1
150,15,0.6,Sh,ShJ,Euclidean,0.2,single,normal,100,0,2500,1,1
150,15,0.6,Sh,ShJ,Supremum,0.2,single,normal,99.96,0,2500,1,1
150,15,0.6,I,ShJ,Euclidean,0.2,single,normal,56.42,0,5000,,
150,15,0.6,I,ShJ,Supremum,0.2,single,normal,100,0,5000,,
150,15,0.6,Sh,SbJ,Euclidean,0.2,single,normal,99.92,0,2500,1,1
150,15,0.6,Sh,SbJ,Supremum,0.2,single,normal,100,0,2500,1,1
150,15,0.6,I,SbJ,Euclidean,0.2,single,normal,74.96,0,2500,1,1
150,15,0.6,I,SbJ,Supremum,0.2,single,normal,100,0,2500,1,1
100,15,0.3,Sh,ShP,Euclidean,0,none,normal,100,0,2500,0,0
100,15,0.3,Sh,ShP,Supremum,0,none,normal,99.32,0,2500,0,0
100,15,0.3,I,ShP,Euclidean,0,none,normal,2.88,0,2500,0,0
100,15,0.3,I,ShP,Supremum,0,none,normal,5.04,0,2500,0,0
100,15,0.3,Sh,SbP,Euclidean,0,none,normal,4.6,0,2500,1,1
100,15,0.3,Sh,SbP,Supremum,0,none,normal,5.12,0,2500,1,1
100,15,0.3,I,SbP,Euclidean,0,none,normal,4.8,0,2500,1,1
100,15,0.3,I,SbP,Supremum,0,none,normal,5.4,0,2500,1,1
100,15,0.3,Sh,ShJ,Euclidean,0,none,normal,100,0,2500,1,0
100,15,0.3,Sh,ShJ,Supremum,0,none,normal,100,0,2500,1,0
100,15,0.3,I,ShJ,Euclidean,0,none,normal,1.3,0,5000,,
100,15,0.3,I,ShJ,Supremum,0,none,normal,3.78,0,5000,,
100,15,0.3,Sh,SbJ,Euclidean,0,none,normal,4.16,0,2500,1,1
100,15,0.3,Sh,SbJ,Supremum,0,none,normal,4.64,0,2500,1,1
100,15,0.3,I,SbJ,Euclidean,0,none,normal,4.92,0,2500,1,1
100,15,0.3,I,SbJ,Supremum,0,none,normal,5,0,2500,1,1
50,5,0.3,Sh,ShP,Euclidean,0.1,single,normal,45.76,0,2500,1,1
50,5,0.3,Sh,ShP,Supremum,0.1,single,normal,36.92,0,2500,1,1
50,5,0.3,I,ShP,Euclidean,0.1,single,normal,10.56,0,2500,1,1
50,5,0.3,I,ShP,Supremum,0.1,single,normal,13.04,0,2500,1,1
50,5,0.3,Sh,SbP,Euclidean,0.1,single,normal,7.64,0,2500,1,1
50,5,0.3,Sh,SbP,Supremum,0.1,single,normal,9.4,0,2500,1,1
50,5,0.3,I,SbP,Euclidean,0.1,single,normal,7.44,0,2500,1,1
50,5,0.3,I,SbP,Supremum,0.1,single,normal,9,0,2500,1,1
50,5,0.3,Sh,ShJ,Euclidean,0.1,single,normal,31.4,0,2500,1,1
50,5,0.3,Sh,ShJ,Supremum,0.1,single,normal,25.24,0,2500,1,1
50,5,0.3,I,ShJ,Euclidean,0.1,single,normal,6.2,0,5000,,
50,5,0.3,I,ShJ,Supremum,0.1,single,normal,8.5,0,5000,,
50,5,0.3,Sh,SbJ,Euclidean,0.1,single,normal,10.96,0,2500,1,1
50,5,0.3,Sh,SbJ,Supremum,0.1,single,normal,10.76,0,2500,1,1
50,5,0.3,I,SbJ,Euclidean,0.1,single,normal,9.56,0,2500,1,1
50,5,0.3,I,SbJ,Supremum,0.1,single,normal,9.92,0,2500,1,1
50,5,0,Sh,ShP,Euclidean,0.1,single,normal,43.44,0,2500,1,1
50,5,0,Sh,ShP,Supremum,0.1,single,normal,36,0,2500,1,1
50,5,0,I,ShP,Euclidean,0.1,single,normal,9.4,0,2500,1,1
50,5,0,I,ShP,Supremum,0.1,single,normal,10.8,0,2500,1,1
50,5,0,Sh,SbP,Euclidean,0.1,single,normal,6.56,0,2500,1,1
50,5,0,Sh,SbP,Supremum,0.1,single,normal,6.76,0,2500,1,1
50,5,0,I,SbP,Euclidean,0.1,single,normal,7.08,0,2500,1,1
50,5,0,I,SbP,Supremum,0.1,single,normal,7,0,2500,1,1
50,5,0,Sh,ShJ,Euclidean,0.1,single,normal,34.84,0,2500,1,1
50,5,0,Sh,ShJ,Supremum,0.1,single,normal,28.52,0,2500,1,1
50,5,0,I,ShJ,Euclidean,0.1,single,normal,5.66,0,5000,,
50,5,0,I,ShJ,Supremum,0.1,single,normal,6.74,0,5000,,
50,5,0,Sh,SbJ,Euclidean,0.1,single,normal,9.88,0,2500,1,1
50,5,0,Sh,SbJ,Supremum,0.1,single,normal,8.76,0,2500,1,1
50,5,0,I,SbJ,Euclidean,0.1,single,normal,9.36,0,2500,1,1
50,5,0,I,SbJ,Supremum,0.1,single,normal,8.6,0,2500,1,1
100,15,0,Sh,ShP,Euclidean,0,none,normal,100,0,2500,0,0
100,15,0,Sh,ShP,Supremum,0,none,normal,100,0,2500,0,0
100,15,0,I,ShP,Euclidean,0,none,normal,1.76,0,2500,0,0
100,15,0,I,ShP,Supremum,0,none,normal,5.04,0,2500,0,0
100,15,0,Sh,SbP,Euclidean,0,none,normal,4.84,0,2500,1,1
100,15,0,Sh,SbP,Supremum,0,none,normal,4.64,0,2500,1,1
100,15,0,I,SbP,Euclidean,0,none,normal,5.04,0,2500,1,1
100,15,0,I,SbP,Supremum,0,none,normal,4.72,0,2500,1,1
100,15,0,Sh,ShJ,Euclidean,0,none,normal,100,0,2500,1,0
100,15,0,Sh,ShJ,Supremum,0,none,normal,100,0,2500,1,0
100,15,0,I,ShJ,Euclidean,0,none,normal,0.74,0,5000,,
100,15,0,I,ShJ,Supremum,0,none,normal,3.74,0,5000,,
100,15,0,Sh,SbJ,Euclidean,0,none,normal,5.28,0,2500,1,1
100,15,0,Sh,SbJ,Supremum,0,none,normal,4.72,0,2500,1,1
100,15,0,I,SbJ,Euclidean,0,none,normal,5.32,0,2500,1,1
100,15,0,I,SbJ,Supremum,0,none,normal,4.8,0,2500,1,1
150,5,0.6,Sh,ShP,Euclidean,0.2,column,normal,100,0,2500,1,1
150,5,0.6,Sh,ShP,Supremum,0.2,column,normal,100,0,2500,1,1
150,5,0.6,I,ShP,Euclidean,0.2,column,normal,100,0,2500,1,1
150,5,0.6,I,ShP,Supremum,0.2,column,normal,100,0,2500,1,1
150,5,0.6,Sh,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
150,5,0.6,Sh,SbP,Supremum,0.2,column,normal,100,0,2500,1,1
150,5,0.6,I,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
150,5,0.6,I,SbP,Supremum,0.2,column,normal,100,0,2500,1,1
150,5,0.6,Sh,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,1
150,5,0.6,Sh,ShJ,Supremum,0.2,column,normal,100,0,2500,1,1
150,5,0.6,I,ShJ,Euclidean,0.2,column,normal,100,0,5000,,
150,5,0.6,I,ShJ,Supremum,0.2,column,normal,100,0,5000,,
150,5,0.6,Sh,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
150,5,0.6,Sh,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
150,5,0.6,I,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
150,5,0.6,I,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
50,15,0.6,Sh,ShP,Euclidean,0.1,single,normal,67.44,0,2500,0,0
50,15,0.6,Sh,ShP,Supremum,0.1,single,normal,48.68,0,2500,0,0
50,15,0.6,I,ShP,Euclidean,0.1,single,normal,1.68,0,2500,0,0
50,15,0.6,I,ShP,Supremum,0.1,single,normal,5.28,0,2500,0,0
50,15,0.6,Sh,SbP,Euclidean,0.1,single,normal,10.04,0,2500,1,1
50,15,0.6,Sh,SbP,Supremum,0.1,single,normal,21.8,0,2500,1,1
50,15,0.6,I,SbP,Euclidean,0.1,single,normal,5.64,0,2500,1,1
50,15,0.6,I,SbP,Supremum,0.1,single,normal,9.52,0,2500,1,1
50,15,0.6,Sh,ShJ,Euclidean,0.1,single,normal,40.44,0,2500,1,0
50,15,0.6,Sh,ShJ,Supremum,0.1,single,normal,24.12,0,2500,1,0
50,15,0.6,I,ShJ,Euclidean,0.1,single,normal,0.34,0,5000,,
50,15,0.6,I,ShJ,Supremum,0.1,single,normal,2.6,0,5000,,
50,15,0.6,Sh,SbJ,Euclidean,0.1,single,normal,2.76,0,2500,1,1
50,15,0.6,Sh,SbJ,Supremum,0.1,single,normal,15.76,0,2500,1,1
50,15,0.6,I,SbJ,Euclidean,0.1,single,normal,3.08,0,2500,1,1
50,15,0.6,I,SbJ,Supremum,0.1,single,normal,5.92,0,2500,1,1
150,5,0,Sh,ShP,Euclidean,0.2,single,normal,75.96,0,2500,1,1
150,5,0,Sh,ShP,Supremum,0.2,single,normal,80.4,0,2500,1,1
150,5,0,I,ShP,Euclidean,0.2,single,normal,66.12,0,2500,1,1
150,5,0,I,ShP,Supremum,0.2,single,normal,77.68,0,2500,1,1
150,5,0,Sh,SbP,Euclidean,0.2,single,normal,64.8,0,2500,1,1
150,5,0,Sh,SbP,Supremum,0.2,single,normal,75.12,0,2500,1,1
150,5,0,I,SbP,Euclidean,0.2,single,normal,64.32,0,2500,1,1
150,5,0,I,SbP,Supremum,0.2,single,normal,75.36,0,2500,1,1
150,5,0,Sh,ShJ,Euclidean,0.2,single,normal,73.8,0,2500,1,1
150,5,0,Sh,ShJ,Supremum,0.2,single,normal,78.96,0,2500,1,1
150,5,0,I,ShJ,Euclidean,0.2,single,normal,63.44,0,5000,,
150,5,0,I,ShJ,Supremum,0.2,single,normal,76.1,0,5000,,
150,5,0,Sh,SbJ,Euclidean,0.2,single,normal,67.04,0,2500,1,1
150,5,0,Sh,SbJ,Supremum,0.2,single,normal,76.16,0,2500,1,1
150,5,0,I,SbJ,Euclidean,0.2,single,normal,66.2,0,2500,1,1
150,5,0,I,SbJ,Supremum,0.2,single,normal,76.52,0,2500,1,1
150,15,0.3,Sh,ShP,Euclidean,0.2,single,normal,100,0,2500,4e-04,4e-04
150,15,0.3,Sh,ShP,Supremum,0.2,single,normal,100,0,2500,4e-04,4e-04
150,15,0.3,I,ShP,Euclidean,0.2,single,normal,17.04,0,2500,4e-04,4e-04
150,15,0.3,I,ShP,Supremum,0.2,single,normal,89.64,0,2500,4e-04,4e-04
150,15,0.3,Sh,SbP,Euclidean,0.2,single,normal,55.48,0,2500,1,1
150,15,0.3,Sh,SbP,Supremum,0.2,single,normal,97.28,0,2500,1,1
150,15,0.3,I,SbP,Euclidean,0.2,single,normal,20.88,0,2500,1,1
150,15,0.3,I,SbP,Supremum,0.2,single,normal,89.88,0,2500,1,1
150,15,0.3,Sh,ShJ,Euclidean,0.2,single,normal,100,0,2500,1,1
150,15,0.3,Sh,ShJ,Supremum,0.2,single,normal,99.96,0,2500,1,1
150,15,0.3,I,ShJ,Euclidean,0.2,single,normal,11.56,0,5000,,
150,15,0.3,I,ShJ,Supremum,0.2,single,normal,88.26,0,5000,,
150,15,0.3,Sh,SbJ,Euclidean,0.2,single,normal,53.2,0,2500,1,1
150,15,0.3,Sh,SbJ,Supremum,0.2,single,normal,97.04,0,2500,1,1
150,15,0.3,I,SbJ,Euclidean,0.2,single,normal,20.8,0,2500,1,1
150,15,0.3,I,SbJ,Supremum,0.2,single,normal,89.68,0,2500,1,1
100,5,0.3,Sh,ShP,Euclidean,0.1,column,normal,47.96,0,2500,1,1
100,5,0.3,Sh,ShP,Supremum,0.1,column,normal,35.68,0,2500,1,1
100,5,0.3,I,ShP,Euclidean,0.1,column,normal,50.48,0,2500,1,1
100,5,0.3,I,ShP,Supremum,0.1,column,normal,35.36,0,2500,1,1
100,5,0.3,Sh,SbP,Euclidean,0.1,column,normal,36.24,0,2500,1,1
100,5,0.3,Sh,SbP,Supremum,0.1,column,normal,20.4,0,2500,1,1
100,5,0.3,I,SbP,Euclidean,0.1,column,normal,48.08,0,2500,1,1
100,5,0.3,I,SbP,Supremum,0.1,column,normal,29.32,0,2500,1,1
100,5,0.3,Sh,ShJ,Euclidean,0.1,column,normal,41.2,0,2500,1,1
100,5,0.3,Sh,ShJ,Supremum,0.1,column,normal,30.28,0,2500,1,1
100,5,0.3,I,ShJ,Euclidean,0.1,column,normal,45.08,0,5000,,
100,5,0.3,I,ShJ,Supremum,0.1,column,normal,29.58,0,5000,,
