n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,rejection_rate,pvalue_NA_rate,N,psd_rate,pd_rate
150,50,0.3,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
150,50,0.3,I,ShJ,Supremum,0.1,single,t4,4.5,0,1000,,
150,50,0,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
150,50,0,I,ShJ,Supremum,0,none,t4,4,0,1000,,
50,50,0.6,I,ShJ,Euclidean,0.1,column,t4,1.4,0,1000,,
50,50,0.6,I,ShJ,Supremum,0.1,column,t4,25.7,0,1000,,
100,50,0,I,ShJ,Euclidean,0.1,column,t4,0.3,0,1000,,
100,50,0,I,ShJ,Supremum,0.1,column,t4,13.1,0,1000,,
50,50,0.3,I,ShJ,Euclidean,0.1,column,t4,0.2,0,1000,,
50,50,0.3,I,ShJ,Supremum,0.1,column,t4,10,0,1000,,
150,50,0.6,I,ShJ,Euclidean,0.2,column,t4,100,0,1000,,
150,50,0.6,I,ShJ,Supremum,0.2,column,t4,100,0,1000,,
50,50,0.6,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
50,50,0.6,I,ShJ,Supremum,0,none,t4,1.1,0,1000,,
100,50,0.6,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
100,50,0.6,I,ShJ,Supremum,0.1,single,t4,2.1,0,1000,,
50,50,0.3,I,ShJ,Euclidean,0.2,column,t4,12.5,0,1000,,
50,50,0.3,I,ShJ,Supremum,0.2,column,t4,58.9,0,1000,,
150,50,0.3,I,ShJ,Euclidean,0.1,column,t4,16.2,0,1000,,
150,50,0.3,I,ShJ,Supremum,0.1,column,t4,47.4,0,1000,,
150,50,0.6,I,ShJ,Euclidean,0.2,single,t4,0.2,0,1000,,
150,50,0.6,I,ShJ,Supremum,0.2,single,t4,99.8,0,1000,,
150,50,0,I,ShJ,Euclidean,0.1,column,t4,2.5,0,1000,,
150,50,0,I,ShJ,Supremum,0.1,column,t4,23.4,0,1000,,
50,50,0,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
50,50,0,I,ShJ,Supremum,0.1,single,t4,1.4,0,1000,,
100,50,0.3,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
100,50,0.3,I,ShJ,Supremum,0.1,single,t4,3.4,0,1000,,
100,50,0,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
100,50,0,I,ShJ,Supremum,0,none,t4,3.5,0,1000,,
100,50,0.6,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
100,50,0.6,I,ShJ,Supremum,0.2,single,t4,90,0,1000,,
100,50,0.6,I,ShJ,Euclidean,0.1,column,t4,31.2,0,1000,,
100,50,0.6,I,ShJ,Supremum,0.1,column,t4,78.1,0,1000,,
50,50,0.3,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
50,50,0.3,I,ShJ,Supremum,0.2,single,t4,2,0,1000,,
150,50,0.3,I,ShJ,Euclidean,0.2,single,t4,0.2,0,1000,,
150,50,0.3,I,ShJ,Supremum,0.2,single,t4,41.9,0,1000,,
50,50,0,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
50,50,0,I,ShJ,Supremum,0,none,t4,1.5,0,1000,,
100,50,0,I,ShJ,Euclidean,0.2,column,t4,38.1,0,1000,,
100,50,0,I,ShJ,Supremum,0.2,column,t4,79.5,0,1000,,
50,50,0.6,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
50,50,0.6,I,ShJ,Supremum,0.2,single,t4,6.3,0,1000,,
50,50,0,I,ShJ,Euclidean,0.1,column,t4,0,0,1000,,
50,50,0,I,ShJ,Supremum,0.1,column,t4,4.3,0,1000,,
50,50,0.6,I,ShJ,Euclidean,0.2,column,t4,78.2,0,1000,,
50,50,0.6,I,ShJ,Supremum,0.2,column,t4,98.3,0,1000,,
150,50,0,I,ShJ,Euclidean,0.2,column,t4,85.5,0,1000,,
150,50,0,I,ShJ,Supremum,0.2,column,t4,96.6,0,1000,,
100,50,0.3,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
100,50,0.3,I,ShJ,Supremum,0.2,single,t4,13.5,0,1000,,
150,50,0.6,I,ShJ,Euclidean,0.1,column,t4,76.7,0,1000,,
150,50,0.6,I,ShJ,Supremum,0.1,column,t4,97.5,0,1000,,
50,50,0.3,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
50,50,0.3,I,ShJ,Supremum,0,none,t4,2.3,0,1000,,
150,50,0.6,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
150,50,0.6,I,ShJ,Supremum,0,none,t4,3.6,0,1000,,
100,50,0.3,I,ShJ,Euclidean,0.2,column,t4,75.2,0,1000,,
100,50,0.3,I,ShJ,Supremum,0.2,column,t4,96.3,0,1000,,
150,50,0,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
150,50,0,I,ShJ,Supremum,0.2,single,t4,21.9,0,1000,,
100,50,0,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
100,50,0,I,ShJ,Supremum,0.1,single,t4,2.4,0,1000,,
100,50,0.3,I,ShJ,Euclidean,0.1,column,t4,2.5,0,1000,,
100,50,0.3,I,ShJ,Supremum,0.1,column,t4,26.3,0,1000,,
100,50,0,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
100,50,0,I,ShJ,Supremum,0.2,single,t4,8.2,0,1000,,
150,50,0.3,I,ShJ,Euclidean,0.2,column,t4,96.1,0,1000,,
150,50,0.3,I,ShJ,Supremum,0.2,column,t4,99.6,0,1000,,
100,50,0.6,I,ShJ,Euclidean,0,none,t4,0.1,0,1000,,
100,50,0.6,I,ShJ,Supremum,0,none,t4,2.3,0,1000,,
100,50,0.6,I,ShJ,Euclidean,0.2,column,t4,100,0,1000,,
100,50,0.6,I,ShJ,Supremum,0.2,column,t4,100,0,1000,,
50,50,0,I,ShJ,Euclidean,0.2,column,t4,1.6,0,1000,,
50,50,0,I,ShJ,Supremum,0.2,column,t4,37.7,0,1000,,
150,50,0,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
150,50,0,I,ShJ,Supremum,0.1,single,t4,3.3,0,1000,,
50,50,0,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
50,50,0,I,ShJ,Supremum,0.2,single,t4,2.1,0,1000,,
100,50,0.3,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
100,50,0.3,I,ShJ,Supremum,0,none,t4,3.1,0,1000,,
150,50,0.3,I,ShJ,Euclidean,0,none,t4,0.1,0,1000,,
150,50,0.3,I,ShJ,Supremum,0,none,t4,4.2,0,1000,,
50,50,0.6,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
50,50,0.6,I,ShJ,Supremum,0.1,single,t4,0.9,0,1000,,
150,50,0.6,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
150,50,0.6,I,ShJ,Supremum,0.1,single,t4,10.4,0,1000,,
50,50,0.3,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
50,50,0.3,I,ShJ,Supremum,0.1,single,t4,1.1,0,1000,,
50,100,0.3,I,ShJ,Euclidean,0.1,column,t4,0,0,1000,,
50,100,0.3,I,ShJ,Supremum,0.1,column,t4,7.3,0,1000,,
150,100,0,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
150,100,0,I,ShJ,Supremum,0.1,single,t4,3,0,1000,,
100,100,0.3,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
100,100,0.3,I,ShJ,Supremum,0.1,single,t4,3.4,0,1000,,
50,100,0,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
50,100,0,I,ShJ,Supremum,0.2,single,t4,1.8,0,1000,,
50,100,0.3,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
50,100,0.3,I,ShJ,Supremum,0.2,single,t4,2.1,0,1000,,
100,100,0.6,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
100,100,0.6,I,ShJ,Supremum,0,none,t4,1.6,0,1000,,
150,100,0.3,I,ShJ,Euclidean,0.1,column,t4,1.5,0,1000,,
150,100,0.3,I,ShJ,Supremum,0.1,column,t4,45.3,0,1000,,
50,100,0.6,I,ShJ,Euclidean,0.2,column,t4,39.2,0,1000,,
50,100,0.6,I,ShJ,Supremum,0.2,column,t4,97.9,0,1000,,
150,100,0.6,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
150,100,0.6,I,ShJ,Supremum,0.1,single,t4,5.1,0,1000,,
50,100,0,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
50,100,0,I,ShJ,Supremum,0.1,single,t4,0.7,0,1000,,
100,100,0.6,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
100,100,0.6,I,ShJ,Supremum,0.2,single,t4,75.9,0,1000,,
100,100,0,I,ShJ,Euclidean,0.1,column,t4,0,0,1000,,
100,100,0,I,ShJ,Supremum,0.1,column,t4,9.6,0,1000,,
100,100,0.3,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
100,100,0.3,I,ShJ,Supremum,0.2,single,t4,7.1,0,1000,,
50,100,0.6,I,ShJ,Euclidean,0.1,column,t4,0,0,1000,,
50,100,0.6,I,ShJ,Supremum,0.1,column,t4,24.2,0,1000,,
100,100,0.3,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
100,100,0.3,I,ShJ,Supremum,0,none,t4,2.7,0,1000,,
50,100,0.3,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
50,100,0.3,I,ShJ,Supremum,0,none,t4,1.8,0,1000,,
50,100,0.6,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
50,100,0.6,I,ShJ,Supremum,0,none,t4,0.3,0,1000,,
150,100,0,I,ShJ,Euclidean,0.1,column,t4,0,0,1000,,
150,100,0,I,ShJ,Supremum,0.1,column,t4,21.9,0,1000,,
50,100,0,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
50,100,0,I,ShJ,Supremum,0,none,t4,1,0,1000,,
100,100,0,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
100,100,0,I,ShJ,Supremum,0.1,single,t4,1.6,0,1000,,
100,100,0.3,I,ShJ,Euclidean,0.1,column,t4,0,0,1000,,
100,100,0.3,I,ShJ,Supremum,0.1,column,t4,23,0,1000,,
150,100,0.3,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
150,100,0.3,I,ShJ,Supremum,0.2,single,t4,28.4,0,1000,,
150,100,0.6,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
150,100,0.6,I,ShJ,Supremum,0,none,t4,2.1,0,1000,,
100,100,0.6,I,ShJ,Euclidean,0.2,column,t4,99.7,0,1000,,
100,100,0.6,I,ShJ,Supremum,0.2,column,t4,100,0,1000,,
150,100,0.6,I,ShJ,Euclidean,0.2,column,t4,100,0,1000,,
150,100,0.6,I,ShJ,Supremum,0.2,column,t4,100,0,1000,,
100,100,0.3,I,ShJ,Euclidean,0.2,column,t4,33.4,0,1000,,
100,100,0.3,I,ShJ,Supremum,0.2,column,t4,95.7,0,1000,,
150,100,0.3,I,ShJ,Euclidean,0.2,column,t4,80.4,0,1000,,
150,100,0.3,I,ShJ,Supremum,0.2,column,t4,99.5,0,1000,,
50,100,0.6,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
50,100,0.6,I,ShJ,Supremum,0.2,single,t4,1.2,0,1000,,
50,100,0.3,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
50,100,0.3,I,ShJ,Supremum,0.1,single,t4,1.7,0,1000,,
50,100,0,I,ShJ,Euclidean,0.2,column,t4,0,0,1000,,
50,100,0,I,ShJ,Supremum,0.2,column,t4,30.8,0,1000,,
150,100,0,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
150,100,0,I,ShJ,Supremum,0.2,single,t4,14.2,0,1000,,
100,100,0.6,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
100,100,0.6,I,ShJ,Supremum,0.1,single,t4,1.9,0,1000,,
150,100,0,I,ShJ,Euclidean,0.2,column,t4,36.1,0,1000,,
150,100,0,I,ShJ,Supremum,0.2,column,t4,97,0,1000,,
50,100,0,I,ShJ,Euclidean,0.1,column,t4,0,0,1000,,
50,100,0,I,ShJ,Supremum,0.1,column,t4,3.1,0,1000,,
50,100,0.3,I,ShJ,Euclidean,0.2,column,t4,0.9,0,1000,,
50,100,0.3,I,ShJ,Supremum,0.2,column,t4,54.9,0,1000,,
100,100,0,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
100,100,0,I,ShJ,Supremum,0.2,single,t4,4.6,0,1000,,
50,100,0.6,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
50,100,0.6,I,ShJ,Supremum,0.1,single,t4,0.7,0,1000,,
150,100,0,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
150,100,0,I,ShJ,Supremum,0,none,t4,3.7,0,1000,,
100,100,0,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
100,100,0,I,ShJ,Supremum,0,none,t4,2,0,1000,,
150,100,0.6,I,ShJ,Euclidean,0.2,single,t4,0,0,1000,,
150,100,0.6,I,ShJ,Supremum,0.2,single,t4,99.8,0,1000,,
100,100,0.6,I,ShJ,Euclidean,0.1,column,t4,5.2,0,1000,,
100,100,0.6,I,ShJ,Supremum,0.1,column,t4,74.2,0,1000,,
150,100,0.6,I,ShJ,Euclidean,0.1,column,t4,31.3,0,1000,,
150,100,0.6,I,ShJ,Supremum,0.1,column,t4,95.1,0,1000,,
150,100,0.3,I,ShJ,Euclidean,0.1,single,t4,0,0,1000,,
150,100,0.3,I,ShJ,Supremum,0.1,single,t4,3.7,0,1000,,
100,100,0,I,ShJ,Euclidean,0.2,column,t4,4.6,0,1000,,
100,100,0,I,ShJ,Supremum,0.2,column,t4,76.9,0,1000,,
150,100,0.3,I,ShJ,Euclidean,0,none,t4,0,0,1000,,
150,100,0.3,I,ShJ,Supremum,0,none,t4,2.4,0,1000,,
100,50,0.6,Sh,SbJ,Euclidean,0.1,single,t4,0.7,0,1000,,1
100,50,0.6,I,SbJ,Euclidean,0.1,single,t4,2.1,0,1000,,1
100,50,0.6,Sh,SbJ,Supremum,0.1,single,t4,30,0,1000,,1
100,50,0.6,I,SbJ,Supremum,0.1,single,t4,8.2,0,1000,,1
150,50,0.6,Sh,SbJ,Euclidean,0,none,t4,1.3,0,1000,,1
150,50,0.6,I,SbJ,Euclidean,0,none,t4,3.5,0,1000,,1
150,50,0.6,Sh,SbJ,Supremum,0,none,t4,5,0,1000,,1
150,50,0.6,I,SbJ,Supremum,0,none,t4,4.2,0,1000,,1
100,50,0,Sh,SbJ,Euclidean,0.1,single,t4,8.5,0,1000,,1
100,50,0,I,SbJ,Euclidean,0.1,single,t4,8.4,0,1000,,1
100,50,0,Sh,SbJ,Supremum,0.1,single,t4,5.4,0,1000,,1
100,50,0,I,SbJ,Supremum,0.1,single,t4,5.4,0,1000,,1
150,50,0,Sh,SbJ,Euclidean,0,none,t4,6.5,0,1000,,1
150,50,0,I,SbJ,Euclidean,0,none,t4,6.6,0,1000,,1
150,50,0,Sh,SbJ,Supremum,0,none,t4,4.5,0,1000,,1
150,50,0,I,SbJ,Supremum,0,none,t4,4.4,0,1000,,1
150,50,0,Sh,SbJ,Euclidean,0.1,column,t4,15.2,0,1000,,1
150,50,0,I,SbJ,Euclidean,0.1,column,t4,55.3,0,1000,,1
150,50,0,Sh,SbJ,Supremum,0.1,column,t4,7.8,0,1000,,1
150,50,0,I,SbJ,Supremum,0.1,column,t4,29.1,0,1000,,1
50,50,0,Sh,SbJ,Euclidean,0.2,single,t4,8.4,0,1000,,1
50,50,0,I,SbJ,Euclidean,0.2,single,t4,8.2,0,1000,,1
50,50,0,Sh,SbJ,Supremum,0.2,single,t4,2.8,0,1000,,1
50,50,0,I,SbJ,Supremum,0.2,single,t4,3,0,1000,,1
100,50,0,Sh,SbJ,Euclidean,0,none,t4,4.4,0,1000,,1
100,50,0,I,SbJ,Euclidean,0,none,t4,4.6,0,1000,,1
100,50,0,Sh,SbJ,Supremum,0,none,t4,3.9,0,1000,,1
100,50,0,I,SbJ,Supremum,0,none,t4,3.9,0,1000,,1
150,50,0.6,Sh,SbJ,Euclidean,0.1,column,t4,12.1,0,1000,,1
150,50,0.6,I,SbJ,Euclidean,0.1,column,t4,95.1,0,1000,,1
150,50,0.6,Sh,SbJ,Supremum,0.1,column,t4,19.9,0,1000,,1
150,50,0.6,I,SbJ,Supremum,0.1,column,t4,97.4,0,1000,,1
150,50,0.3,Sh,SbJ,Euclidean,0.2,single,t4,9.2,0,1000,,1
150,50,0.3,I,SbJ,Euclidean,0.2,single,t4,4.9,0,1000,,1
150,50,0.3,Sh,SbJ,Supremum,0.2,single,t4,80.3,0,1000,,1
150,50,0.3,I,SbJ,Supremum,0.2,single,t4,48.8,0,1000,,1
50,50,0.6,Sh,SbJ,Euclidean,0,none,t4,0,0,1000,,1
50,50,0.6,I,SbJ,Euclidean,0,none,t4,1.9,0,1000,,1
50,50,0.6,Sh,SbJ,Supremum,0,none,t4,5.2,0,1000,,1
50,50,0.6,I,SbJ,Supremum,0,none,t4,6.7,0,1000,,1
100,50,0.6,Sh,SbJ,Euclidean,0.2,column,t4,85.9,0,1000,,1
100,50,0.6,I,SbJ,Euclidean,0.2,column,t4,100,0,1000,,1
100,50,0.6,Sh,SbJ,Supremum,0.2,column,t4,93.8,0,1000,,1
100,50,0.6,I,SbJ,Supremum,0.2,column,t4,100,0,1000,,1
150,50,0,Sh,SbJ,Euclidean,0.2,single,t4,9,0,1000,,1
150,50,0,I,SbJ,Euclidean,0.2,single,t4,8.8,0,1000,,1
150,50,0,Sh,SbJ,Supremum,0.2,single,t4,23.1,0,1000,,1
150,50,0,I,SbJ,Supremum,0.2,single,t4,23,0,1000,,1
50,50,0.6,Sh,SbJ,Euclidean,0.2,single,t4,0.5,0,1000,,1
50,50,0.6,I,SbJ,Euclidean,0.2,single,t4,1.8,0,1000,,1
50,50,0.6,Sh,SbJ,Supremum,0.2,single,t4,71.9,0,1000,,1
50,50,0.6,I,SbJ,Supremum,0.2,single,t4,25.7,0,1000,,1
50,50,0.3,Sh,SbJ,Euclidean,0.2,column,t4,5,0,1000,,1
50,50,0.3,I,SbJ,Euclidean,0.2,column,t4,65.9,0,1000,,1
50,50,0.3,Sh,SbJ,Supremum,0.2,column,t4,11.9,0,1000,,1
50,50,0.3,I,SbJ,Supremum,0.2,column,t4,77.8,0,1000,,1
100,50,0,Sh,SbJ,Euclidean,0.2,column,t4,24.8,0,1000,,1
100,50,0,I,SbJ,Euclidean,0.2,column,t4,89.1,0,1000,,1
100,50,0,Sh,SbJ,Supremum,0.2,column,t4,14.7,0,1000,,1
100,50,0,I,SbJ,Supremum,0.2,column,t4,85,0,1000,,1
150,50,0.6,Sh,SbJ,Euclidean,0.2,single,t4,20.4,0,1000,,1
150,50,0.6,I,SbJ,Euclidean,0.2,single,t4,5.9,0,1000,,1
150,50,0.6,Sh,SbJ,Supremum,0.2,single,t4,100,0,1000,,1
150,50,0.6,I,SbJ,Supremum,0.2,single,t4,100,0,1000,,1
50,50,0,Sh,SbJ,Euclidean,0.1,column,t4,8,0,1000,,1
50,50,0,I,SbJ,Euclidean,0.1,column,t4,18.6,0,1000,,1
50,50,0,Sh,SbJ,Supremum,0.1,column,t4,4.2,0,1000,,1
50,50,0,I,SbJ,Supremum,0.1,column,t4,6.6,0,1000,,1
100,50,0.6,Sh,SbJ,Euclidean,0.2,single,t4,6.2,0,1000,,1
100,50,0.6,I,SbJ,Euclidean,0.2,single,t4,5.7,0,1000,,1
100,50,0.6,Sh,SbJ,Supremum,0.2,single,t4,100,0,1000,,1
100,50,0.6,I,SbJ,Supremum,0.2,single,t4,96.8,0,1000,,1
100,50,0,Sh,SbJ,Euclidean,0.2,single,t4,9.5,0,1000,,1
100,50,0,I,SbJ,Euclidean,0.2,single,t4,9.6,0,1000,,1
100,50,0,Sh,SbJ,Supremum,0.2,single,t4,8.9,0,1000,,1
100,50,0,I,SbJ,Supremum,0.2,single,t4,9.1,0,1000,,1
150,50,0.3,Sh,SbJ,Euclidean,0.1,single,t4,4.7,0,1000,,1
150,50,0.3,I,SbJ,Euclidean,0.1,single,t4,6.1,0,1000,,1
150,50,0.3,Sh,SbJ,Supremum,0.1,single,t4,10.1,0,1000,,1
150,50,0.3,I,SbJ,Supremum,0.1,single,t4,6.2,0,1000,,1
50,50,0.3,Sh,SbJ,Euclidean,0.1,single,t4,3.2,0,1000,,1
50,50,0.3,I,SbJ,Euclidean,0.1,single,t4,4.7,0,1000,,1
50,50,0.3,Sh,SbJ,Supremum,0.1,single,t4,4.2,0,1000,,1
50,50,0.3,I,SbJ,Supremum,0.1,single,t4,5,0,1000,,1
50,50,0,Sh,SbJ,Euclidean,0.1,single,t4,6.6,0,1000,,1
50,50,0,I,SbJ,Euclidean,0.1,single,t4,6.6,0,1000,,1
50,50,0,Sh,SbJ,Supremum,0.1,single,t4,2.6,0,1000,,1
50,50,0,I,SbJ,Supremum,0.1,single,t4,2.6,0,1000,,1
50,50,0.3,Sh,SbJ,Euclidean,0.2,single,t4,4.5,0,1000,,1
50,50,0.3,I,SbJ,Euclidean,0.2,single,t4,5.5,0,1000,,1
50,50,0.3,Sh,SbJ,Supremum,0.2,single,t4,10.4,0,1000,,1
50,50,0.3,I,SbJ,Supremum,0.2,single,t4,6.6,0,1000,,1
50,50,0.3,Sh,SbJ,Euclidean,0.1,column,t4,1.6,0,1000,,1
50,50,0.3,I,SbJ,Euclidean,0.1,column,t4,15.5,0,1000,,1
50,50,0.3,Sh,SbJ,Supremum,0.1,column,t4,5.5,0,1000,,1
50,50,0.3,I,SbJ,Supremum,0.1,column,t4,18.8,0,1000,,1
50,50,0,Sh,SbJ,Euclidean,0,none,t4,7.6,0,1000,,1
50,50,0,I,SbJ,Euclidean,0,none,t4,7.7,0,1000,,1
50,50,0,Sh,SbJ,Supremum,0,none,t4,3.2,0,1000,,1
50,50,0,I,SbJ,Supremum,0,none,t4,3.3,0,1000,,1
100,50,0,Sh,SbJ,Euclidean,0.1,column,t4,9.8,0,1000,,1
100,50,0,I,SbJ,Euclidean,0.1,column,t4,37,0,1000,,1
100,50,0,Sh,SbJ,Supremum,0.1,column,t4,5.1,0,1000,,1
100,50,0,I,SbJ,Supremum,0.1,column,t4,19,0,1000,,1
100,50,0.6,Sh,SbJ,Euclidean,0,none,t4,0.5,0,1000,,1
100,50,0.6,I,SbJ,Euclidean,0,none,t4,3.8,0,1000,,1
100,50,0.6,Sh,SbJ,Supremum,0,none,t4,3.3,0,1000,,1
100,50,0.6,I,SbJ,Supremum,0,none,t4,6.5,0,1000,,1
150,50,0.3,Sh,SbJ,Euclidean,0.2,column,t4,52.6,0,1000,,1
150,50,0.3,I,SbJ,Euclidean,0.2,column,t4,99.8,0,1000,,1
150,50,0.3,Sh,SbJ,Supremum,0.2,column,t4,41.2,0,1000,,1
150,50,0.3,I,SbJ,Supremum,0.2,column,t4,99.8,0,1000,,1
150,50,0.6,Sh,SbJ,Euclidean,0.1,single,t4,2.5,0,1000,,1
150,50,0.6,I,SbJ,Euclidean,0.1,single,t4,3.8,0,1000,,1
150,50,0.6,Sh,SbJ,Supremum,0.1,single,t4,61,0,1000,,1
150,50,0.6,I,SbJ,Supremum,0.1,single,t4,20.6,0,1000,,1
100,50,0.6,Sh,SbJ,Euclidean,0.1,column,t4,2.7,0,1000,,1
100,50,0.6,I,SbJ,Euclidean,0.1,column,t4,77.8,0,1000,,1
100,50,0.6,Sh,SbJ,Supremum,0.1,column,t4,12.8,0,1000,,1
100,50,0.6,I,SbJ,Supremum,0.1,column,t4,90.2,0,1000,,1
150,50,0.3,Sh,SbJ,Euclidean,0,none,t4,4.5,0,1000,,1
150,50,0.3,I,SbJ,Euclidean,0,none,t4,4.8,0,1000,,1
150,50,0.3,Sh,SbJ,Supremum,0,none,t4,4.6,0,1000,,1
150,50,0.3,I,SbJ,Supremum,0,none,t4,6,0,1000,,1
150,50,0,Sh,SbJ,Euclidean,0.2,column,t4,40.3,0,1000,,1
150,50,0,I,SbJ,Euclidean,0.2,column,t4,98.3,0,1000,,1
150,50,0,Sh,SbJ,Supremum,0.2,column,t4,27.5,0,1000,,1
150,50,0,I,SbJ,Supremum,0.2,column,t4,97.9,0,1000,,1
150,50,0.3,Sh,SbJ,Euclidean,0.1,column,t4,8.4,0,1000,,1
150,50,0.3,I,SbJ,Euclidean,0.1,column,t4,53.3,0,1000,,1
150,50,0.3,Sh,SbJ,Supremum,0.1,column,t4,5.5,0,1000,,1
150,50,0.3,I,SbJ,Supremum,0.1,column,t4,54.2,0,1000,,1
50,50,0.6,Sh,SbJ,Euclidean,0.2,column,t4,4.8,0,1000,,1
50,50,0.6,I,SbJ,Euclidean,0.2,column,t4,98.6,0,1000,,1
50,50,0.6,Sh,SbJ,Supremum,0.2,column,t4,45.4,0,1000,,1
50,50,0.6,I,SbJ,Supremum,0.2,column,t4,99.6,0,1000,,1
100,50,0.3,Sh,SbJ,Euclidean,0.1,column,t4,5,0,1000,,1
100,50,0.3,I,SbJ,Euclidean,0.1,column,t4,33.9,0,1000,,1
100,50,0.3,Sh,SbJ,Supremum,0.1,column,t4,6.6,0,1000,,1
100,50,0.3,I,SbJ,Supremum,0.1,column,t4,39.4,0,1000,,1
150,50,0.6,Sh,SbJ,Euclidean,0.2,column,t4,99.6,0,1000,,1
150,50,0.6,I,SbJ,Euclidean,0.2,column,t4,100,0,1000,,1
150,50,0.6,Sh,SbJ,Supremum,0.2,column,t4,99.4,0,1000,,1
150,50,0.6,I,SbJ,Supremum,0.2,column,t4,100,0,1000,,1
100,50,0.3,Sh,SbJ,Euclidean,0.2,column,t4,25,0,1000,,1
100,50,0.3,I,SbJ,Euclidean,0.2,column,t4,95.3,0,1000,,1
100,50,0.3,Sh,SbJ,Supremum,0.2,column,t4,26.7,0,1000,,1
100,50,0.3,I,SbJ,Supremum,0.2,column,t4,97.9,0,1000,,1
100,50,0.3,Sh,SbJ,Euclidean,0,none,t4,4.5,0,1000,,1
100,50,0.3,I,SbJ,Euclidean,0,none,t4,5.8,0,1000,,1
100,50,0.3,Sh,SbJ,Supremum,0,none,t4,4.5,0,1000,,1
100,50,0.3,I,SbJ,Supremum,0,none,t4,6.3,0,1000,,1
100,50,0.3,Sh,SbJ,Euclidean,0.1,single,t4,4.2,0,1000,,1
100,50,0.3,I,SbJ,Euclidean,0.1,single,t4,3.9,0,1000,,1
100,50,0.3,Sh,SbJ,Supremum,0.1,single,t4,7.7,0,1000,,1
100,50,0.3,I,SbJ,Supremum,0.1,single,t4,6.4,0,1000,,1
100,50,0.3,Sh,SbJ,Euclidean,0.2,single,t4,6.4,0,1000,,1
100,50,0.3,I,SbJ,Euclidean,0.2,single,t4,4.4,0,1000,,1
100,50,0.3,Sh,SbJ,Supremum,0.2,single,t4,47.7,0,1000,,1
100,50,0.3,I,SbJ,Supremum,0.2,single,t4,19.2,0,1000,,1
50,50,0.6,Sh,SbJ,Euclidean,0.1,single,t4,0.2,0,1000,,1
50,50,0.6,I,SbJ,Euclidean,0.1,single,t4,1.8,0,1000,,1
50,50,0.6,Sh,SbJ,Supremum,0.1,single,t4,8.4,0,1000,,1
50,50,0.6,I,SbJ,Supremum,0.1,single,t4,6.1,0,1000,,1
50,50,0,Sh,SbJ,Euclidean,0.2,column,t4,10.9,0,1000,,1
50,50,0,I,SbJ,Euclidean,0.2,column,t4,57.5,0,1000,,1
50,50,0,Sh,SbJ,Supremum,0.2,column,t4,7.8,0,1000,,1
50,50,0,I,SbJ,Supremum,0.2,column,t4,48.6,0,1000,,1
50,50,0.6,Sh,SbJ,Euclidean,0.1,column,t4,0.1,0,1000,,1
