n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,rejection_rate,pvalue_NA_rate,N,psd_rate,pd_rate
250,15,0.3,I,SbJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
250,15,0.3,I,SbJ,Supremum,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,Sh,ShP,Euclidean,0.1,column,gumbel,89.2,0,1000,1,1
150,5,0.6,Sh,ShP,Supremum,0.1,column,gumbel,69.9,0,1000,1,1
150,5,0.6,I,ShP,Euclidean,0.1,column,gumbel,97.4,0,1000,1,1
150,5,0.6,I,ShP,Supremum,0.1,column,gumbel,89.6,0,1000,1,1
150,5,0.6,Sh,SbP,Euclidean,0.1,column,gumbel,93.8,0,1000,1,1
150,5,0.6,Sh,SbP,Supremum,0.1,column,gumbel,67.9,0,1000,1,1
150,5,0.6,I,SbP,Euclidean,0.1,column,gumbel,97.4,0,1000,1,1
150,5,0.6,I,SbP,Supremum,0.1,column,gumbel,86.6,0,1000,1,1
150,5,0.6,Sh,ShJ,Euclidean,0.1,column,gumbel,84.7,0,1000,1,1
150,5,0.6,Sh,ShJ,Supremum,0.1,column,gumbel,63.3,0,1000,1,1
150,5,0.6,I,ShJ,Euclidean,0.1,column,gumbel,96.9,0,1000,1,1
150,5,0.6,I,ShJ,Supremum,0.1,column,gumbel,87.3,0,1000,1,1
150,5,0.6,Sh,SbJ,Euclidean,0.1,column,gumbel,94.6,0,1000,1,1
150,5,0.6,Sh,SbJ,Supremum,0.1,column,gumbel,74.4,0,1000,1,1
150,5,0.6,I,SbJ,Euclidean,0.1,column,gumbel,97.3,0,1000,1,1
150,5,0.6,I,SbJ,Supremum,0.1,column,gumbel,87.8,0,1000,1,1
150,15,0.3,Sh,ShP,Euclidean,0,none,clayton,100,0,1000,0.007,0.007
150,15,0.3,Sh,ShP,Supremum,0,none,clayton,100,0,1000,0.007,0.007
150,15,0.3,I,ShP,Euclidean,0,none,clayton,3.4,0,1000,0.007,0.007
150,15,0.3,I,ShP,Supremum,0,none,clayton,3.7,0,1000,0.007,0.007
150,15,0.3,Sh,SbP,Euclidean,0,none,clayton,6,0,1000,1,1
150,15,0.3,Sh,SbP,Supremum,0,none,clayton,4.1,0,1000,1,1
150,15,0.3,I,SbP,Euclidean,0,none,clayton,5.2,0,1000,1,1
150,15,0.3,I,SbP,Supremum,0,none,clayton,3.5,0,1000,1,1
150,15,0.3,Sh,ShJ,Euclidean,0,none,clayton,100,0,1000,1,1
150,15,0.3,Sh,ShJ,Supremum,0,none,clayton,98.2,0,1000,1,1
150,15,0.3,I,ShJ,Euclidean,0,none,clayton,2.3,0,1000,1,1
150,15,0.3,I,ShJ,Supremum,0,none,clayton,3.3,0,1000,1,1
150,15,0.3,Sh,SbJ,Euclidean,0,none,clayton,5.5,0,1000,1,1
150,15,0.3,Sh,SbJ,Supremum,0,none,clayton,3.7,0,1000,1,1
150,15,0.3,I,SbJ,Euclidean,0,none,clayton,5.2,0,1000,1,1
150,15,0.3,I,SbJ,Supremum,0,none,clayton,3.8,0,1000,1,1
50,15,0.6,Sh,ShP,Euclidean,0.2,column,clayton,89.2,0,1000,0,0
50,15,0.6,Sh,ShP,Supremum,0.2,column,clayton,79.2,0,1000,0,0
50,15,0.6,I,ShP,Euclidean,0.2,column,clayton,99.9,0,1000,0,0
50,15,0.6,I,ShP,Supremum,0.2,column,clayton,99.4,0,1000,0,0
50,15,0.6,Sh,SbP,Euclidean,0.2,column,clayton,90.7,0,1000,1,1
50,15,0.6,Sh,SbP,Supremum,0.2,column,clayton,69.8,0,1000,1,1
50,15,0.6,I,SbP,Euclidean,0.2,column,clayton,100,0,1000,1,1
50,15,0.6,I,SbP,Supremum,0.2,column,clayton,100,0,1000,1,1
50,15,0.6,Sh,ShJ,Euclidean,0.2,column,clayton,95,0,1000,1,0
50,15,0.6,Sh,ShJ,Supremum,0.2,column,clayton,90.2,0,1000,1,0
50,15,0.6,I,ShJ,Euclidean,0.2,column,clayton,99.4,0,1000,1,0
50,15,0.6,I,ShJ,Supremum,0.2,column,clayton,98.7,0,1000,1,0
50,15,0.6,Sh,SbJ,Euclidean,0.2,column,clayton,85,0,1000,1,1
50,15,0.6,Sh,SbJ,Supremum,0.2,column,clayton,76.3,0,1000,1,1
50,15,0.6,I,SbJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
50,15,0.6,I,SbJ,Supremum,0.2,column,clayton,99.8,0,1000,1,1
150,15,0.6,Sh,ShP,Euclidean,0,none,clayton,99.8,0,1000,0,0
150,15,0.6,Sh,ShP,Supremum,0,none,clayton,94.4,0,1000,0,0
150,15,0.6,I,ShP,Euclidean,0,none,clayton,3.3,0,1000,0,0
150,15,0.6,I,ShP,Supremum,0,none,clayton,3.9,0,1000,0,0
150,15,0.6,Sh,SbP,Euclidean,0,none,clayton,3.7,0,1000,1,1
150,15,0.6,Sh,SbP,Supremum,0,none,clayton,3.8,0,1000,1,1
150,15,0.6,I,SbP,Euclidean,0,none,clayton,4.7,0,1000,1,1
150,15,0.6,I,SbP,Supremum,0,none,clayton,5.2,0,1000,1,1
150,15,0.6,Sh,ShJ,Euclidean,0,none,clayton,100,0,1000,1,1
150,15,0.6,Sh,ShJ,Supremum,0,none,clayton,85.2,0,1000,1,1
150,15,0.6,I,ShJ,Euclidean,0,none,clayton,2,0,1000,1,1
150,15,0.6,I,ShJ,Supremum,0,none,clayton,3.1,0,1000,1,1
150,15,0.6,Sh,SbJ,Euclidean,0,none,clayton,2.1,0,1000,1,1
150,15,0.6,Sh,SbJ,Supremum,0,none,clayton,3.1,0,1000,1,1
150,15,0.6,I,SbJ,Euclidean,0,none,clayton,4.6,0,1000,1,1
150,15,0.6,I,SbJ,Supremum,0,none,clayton,4.7,0,1000,1,1
50,5,0.3,Sh,ShP,Euclidean,0.2,column,clayton,79.1,0,1000,0.999,0.999
50,5,0.3,Sh,ShP,Supremum,0.2,column,clayton,66.3,0,1000,0.999,0.999
50,5,0.3,I,ShP,Euclidean,0.2,column,clayton,75.2,0,1000,0.999,0.999
50,5,0.3,I,ShP,Supremum,0.2,column,clayton,60.7,0,1000,0.999,0.999
50,5,0.3,Sh,SbP,Euclidean,0.2,column,clayton,55.6,0,1000,1,1
50,5,0.3,Sh,SbP,Supremum,0.2,column,clayton,26.4,0,1000,1,1
50,5,0.3,I,SbP,Euclidean,0.2,column,clayton,71.4,0,1000,1,1
50,5,0.3,I,SbP,Supremum,0.2,column,clayton,44.5,0,1000,1,1
50,5,0.3,Sh,ShJ,Euclidean,0.2,column,clayton,68.7,0,1000,1,1
50,5,0.3,Sh,ShJ,Supremum,0.2,column,clayton,52.4,0,1000,1,1
50,5,0.3,I,ShJ,Euclidean,0.2,column,clayton,70.1,0,1000,1,1
50,5,0.3,I,ShJ,Supremum,0.2,column,clayton,52.5,0,1000,1,1
50,5,0.3,Sh,SbJ,Euclidean,0.2,column,clayton,64.9,0,1000,1,1
50,5,0.3,Sh,SbJ,Supremum,0.2,column,clayton,40.9,0,1000,1,1
50,5,0.3,I,SbJ,Euclidean,0.2,column,clayton,74.8,0,1000,1,1
50,5,0.3,I,SbJ,Supremum,0.2,column,clayton,54.3,0,1000,1,1
100,5,0.3,Sh,ShP,Euclidean,0.2,column,gumbel,91.8,0,1000,1,1
100,5,0.3,Sh,ShP,Supremum,0.2,column,gumbel,76.7,0,1000,1,1
100,5,0.3,I,ShP,Euclidean,0.2,column,gumbel,97.2,0,1000,1,1
100,5,0.3,I,ShP,Supremum,0.2,column,gumbel,91,0,1000,1,1
100,5,0.3,Sh,SbP,Euclidean,0.2,column,gumbel,93.7,0,1000,1,1
100,5,0.3,Sh,SbP,Supremum,0.2,column,gumbel,68.7,0,1000,1,1
100,5,0.3,I,SbP,Euclidean,0.2,column,gumbel,97.1,0,1000,1,1
100,5,0.3,I,SbP,Supremum,0.2,column,gumbel,86.4,0,1000,1,1
100,5,0.3,Sh,ShJ,Euclidean,0.2,column,gumbel,89.3,0,1000,1,1
100,5,0.3,Sh,ShJ,Supremum,0.2,column,gumbel,70.9,0,1000,1,1
100,5,0.3,I,ShJ,Euclidean,0.2,column,gumbel,97,0,1000,1,1
100,5,0.3,I,ShJ,Supremum,0.2,column,gumbel,89.1,0,1000,1,1
100,5,0.3,Sh,SbJ,Euclidean,0.2,column,gumbel,94.9,0,1000,1,1
100,5,0.3,Sh,SbJ,Supremum,0.2,column,gumbel,79,0,1000,1,1
100,5,0.3,I,SbJ,Euclidean,0.2,column,gumbel,97.2,0,1000,1,1
100,5,0.3,I,SbJ,Supremum,0.2,column,gumbel,89.5,0,1000,1,1
250,5,0.6,Sh,ShP,Euclidean,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,Sh,ShP,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,I,ShP,Euclidean,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,I,ShP,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,Sh,SbP,Euclidean,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,Sh,SbP,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,I,SbP,Euclidean,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,I,SbP,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,Sh,ShJ,Euclidean,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,Sh,ShJ,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,I,ShJ,Euclidean,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,I,ShJ,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,Sh,SbJ,Euclidean,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,Sh,SbJ,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,I,SbJ,Euclidean,0.2,single,clayton,100,0,1000,1,1
250,5,0.6,I,SbJ,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.3,Sh,ShP,Euclidean,0,none,gumbel,7.4,0,1000,1,1
250,5,0.3,Sh,ShP,Supremum,0,none,gumbel,5.3,0,1000,1,1
250,5,0.3,I,ShP,Euclidean,0,none,gumbel,4.1,0,1000,1,1
250,5,0.3,I,ShP,Supremum,0,none,gumbel,4.5,0,1000,1,1
250,5,0.3,Sh,SbP,Euclidean,0,none,gumbel,3.3,0,1000,1,1
250,5,0.3,Sh,SbP,Supremum,0,none,gumbel,4.1,0,1000,1,1
250,5,0.3,I,SbP,Euclidean,0,none,gumbel,4,0,1000,1,1
250,5,0.3,I,SbP,Supremum,0,none,gumbel,4.2,0,1000,1,1
250,5,0.3,Sh,ShJ,Euclidean,0,none,gumbel,6.6,0,1000,1,1
250,5,0.3,Sh,ShJ,Supremum,0,none,gumbel,4.8,0,1000,1,1
250,5,0.3,I,ShJ,Euclidean,0,none,gumbel,3.6,0,1000,1,1
250,5,0.3,I,ShJ,Supremum,0,none,gumbel,4.1,0,1000,1,1
250,5,0.3,Sh,SbJ,Euclidean,0,none,gumbel,3.6,0,1000,1,1
250,5,0.3,Sh,SbJ,Supremum,0,none,gumbel,4.1,0,1000,1,1
250,5,0.3,I,SbJ,Euclidean,0,none,gumbel,4.2,0,1000,1,1
250,5,0.3,I,SbJ,Supremum,0,none,gumbel,4.4,0,1000,1,1
100,5,0.3,Sh,ShP,Euclidean,0.1,column,gumbel,47.1,0,1000,1,1
100,5,0.3,Sh,ShP,Supremum,0.1,column,gumbel,34.6,0,1000,1,1
100,5,0.3,I,ShP,Euclidean,0.1,column,gumbel,45.9,0,1000,1,1
100,5,0.3,I,ShP,Supremum,0.1,column,gumbel,32.4,0,1000,1,1
100,5,0.3,Sh,SbP,Euclidean,0.1,column,gumbel,35.4,0,1000,1,1
100,5,0.3,Sh,SbP,Supremum,0.1,column,gumbel,18.9,0,1000,1,1
100,5,0.3,I,SbP,Euclidean,0.1,column,gumbel,44.4,0,1000,1,1
100,5,0.3,I,SbP,Supremum,0.1,column,gumbel,26.9,0,1000,1,1
100,5,0.3,Sh,ShJ,Euclidean,0.1,column,gumbel,40.2,0,1000,1,1
100,5,0.3,Sh,ShJ,Supremum,0.1,column,gumbel,29.6,0,1000,1,1
100,5,0.3,I,ShJ,Euclidean,0.1,column,gumbel,42.6,0,1000,1,1
100,5,0.3,I,ShJ,Supremum,0.1,column,gumbel,28.5,0,1000,1,1
100,5,0.3,Sh,SbJ,Euclidean,0.1,column,gumbel,38,0,1000,1,1
100,5,0.3,Sh,SbJ,Supremum,0.1,column,gumbel,22.5,0,1000,1,1
100,5,0.3,I,SbJ,Euclidean,0.1,column,gumbel,45.9,0,1000,1,1
100,5,0.3,I,SbJ,Supremum,0.1,column,gumbel,30,0,1000,1,1
100,15,0.3,Sh,ShP,Euclidean,0.1,single,clayton,100,0,1000,0,0
100,15,0.3,Sh,ShP,Supremum,0.1,single,clayton,99.7,0,1000,0,0
100,15,0.3,I,ShP,Euclidean,0.1,single,clayton,3.1,0,1000,0,0
100,15,0.3,I,ShP,Supremum,0.1,single,clayton,6.4,0,1000,0,0
100,15,0.3,Sh,SbP,Euclidean,0.1,single,clayton,9.5,0,1000,1,1
100,15,0.3,Sh,SbP,Supremum,0.1,single,clayton,10.5,0,1000,1,1
100,15,0.3,I,SbP,Euclidean,0.1,single,clayton,5.5,0,1000,1,1
100,15,0.3,I,SbP,Supremum,0.1,single,clayton,7.1,0,1000,1,1
100,15,0.3,Sh,ShJ,Euclidean,0.1,single,clayton,100,0,1000,1,0
100,15,0.3,Sh,ShJ,Supremum,0.1,single,clayton,100,0,1000,1,0
100,15,0.3,I,ShJ,Euclidean,0.1,single,clayton,2.2,0,1000,1,0
100,15,0.3,I,ShJ,Supremum,0.1,single,clayton,4.6,0,1000,1,0
100,15,0.3,Sh,SbJ,Euclidean,0.1,single,clayton,8.5,0,1000,1,1
100,15,0.3,Sh,SbJ,Supremum,0.1,single,clayton,9.8,0,1000,1,1
100,15,0.3,I,SbJ,Euclidean,0.1,single,clayton,6.2,0,1000,1,1
100,15,0.3,I,SbJ,Supremum,0.1,single,clayton,6.9,0,1000,1,1
250,5,0.3,Sh,ShP,Euclidean,0.2,single,clayton,99.8,0,1000,1,1
250,5,0.3,Sh,ShP,Supremum,0.2,single,clayton,99.9,0,1000,1,1
250,5,0.3,I,ShP,Euclidean,0.2,single,clayton,99.4,0,1000,1,1
250,5,0.3,I,ShP,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.3,Sh,SbP,Euclidean,0.2,single,clayton,99.8,0,1000,1,1
250,5,0.3,Sh,SbP,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.3,I,SbP,Euclidean,0.2,single,clayton,99.3,0,1000,1,1
250,5,0.3,I,SbP,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.3,Sh,ShJ,Euclidean,0.2,single,clayton,99.8,0,1000,1,1
250,5,0.3,Sh,ShJ,Supremum,0.2,single,clayton,99.9,0,1000,1,1
250,5,0.3,I,ShJ,Euclidean,0.2,single,clayton,99.2,0,1000,1,1
250,5,0.3,I,ShJ,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.3,Sh,SbJ,Euclidean,0.2,single,clayton,99.8,0,1000,1,1
250,5,0.3,Sh,SbJ,Supremum,0.2,single,clayton,100,0,1000,1,1
250,5,0.3,I,SbJ,Euclidean,0.2,single,clayton,99.4,0,1000,1,1
250,5,0.3,I,SbJ,Supremum,0.2,single,clayton,100,0,1000,1,1
100,5,0.6,Sh,ShP,Euclidean,0.2,single,gumbel,100,0,1000,1,1
100,5,0.6,Sh,ShP,Supremum,0.2,single,gumbel,99.6,0,1000,1,1
100,5,0.6,I,ShP,Euclidean,0.2,single,gumbel,99.8,0,1000,1,1
100,5,0.6,I,ShP,Supremum,0.2,single,gumbel,100,0,1000,1,1
100,5,0.6,Sh,SbP,Euclidean,0.2,single,gumbel,100,0,1000,1,1
100,5,0.6,Sh,SbP,Supremum,0.2,single,gumbel,100,0,1000,1,1
100,5,0.6,I,SbP,Euclidean,0.2,single,gumbel,99.8,0,1000,1,1
100,5,0.6,I,SbP,Supremum,0.2,single,gumbel,100,0,1000,1,1
100,5,0.6,Sh,ShJ,Euclidean,0.2,single,gumbel,99.9,0,1000,1,1
100,5,0.6,Sh,ShJ,Supremum,0.2,single,gumbel,99.5,0,1000,1,1
100,5,0.6,I,ShJ,Euclidean,0.2,single,gumbel,99.7,0,1000,1,1
100,5,0.6,I,ShJ,Supremum,0.2,single,gumbel,100,0,1000,1,1
100,5,0.6,Sh,SbJ,Euclidean,0.2,single,gumbel,100,0,1000,1,1
100,5,0.6,Sh,SbJ,Supremum,0.2,single,gumbel,100,0,1000,1,1
100,5,0.6,I,SbJ,Euclidean,0.2,single,gumbel,99.8,0,1000,1,1
100,5,0.6,I,SbJ,Supremum,0.2,single,gumbel,100,0,1000,1,1
150,25,0.3,Sh,ShP,Euclidean,0.1,column,gumbel,99.3,0,1000,0,0
150,25,0.3,Sh,ShP,Supremum,0.1,column,gumbel,91.4,0,1000,0,0
150,25,0.3,I,ShP,Euclidean,0.1,column,gumbel,59.4,0,1000,0,0
150,25,0.3,I,ShP,Supremum,0.1,column,gumbel,61.5,0,1000,0,0
150,25,0.3,Sh,SbP,Euclidean,0.1,column,gumbel,24.3,0,1000,1,1
150,25,0.3,Sh,SbP,Supremum,0.1,column,gumbel,12.8,0,1000,1,1
150,25,0.3,I,SbP,Euclidean,0.1,column,gumbel,71.2,0,1000,1,1
150,25,0.3,I,SbP,Supremum,0.1,column,gumbel,65.3,0,1000,1,1
150,25,0.3,Sh,ShJ,Euclidean,0.1,column,gumbel,100,0,1000,1,0
150,25,0.3,Sh,ShJ,Supremum,0.1,column,gumbel,97.2,0,1000,1,0
150,25,0.3,I,ShJ,Euclidean,0.1,column,gumbel,53.9,0,1000,1,0
150,25,0.3,I,ShJ,Supremum,0.1,column,gumbel,59.4,0,1000,1,0
150,25,0.3,Sh,SbJ,Euclidean,0.1,column,gumbel,21.3,0,1000,1,1
150,25,0.3,Sh,SbJ,Supremum,0.1,column,gumbel,12.2,0,1000,1,1
150,25,0.3,I,SbJ,Euclidean,0.1,column,gumbel,70.8,0,1000,1,1
150,25,0.3,I,SbJ,Supremum,0.1,column,gumbel,64.7,0,1000,1,1
150,25,0.3,Sh,ShP,Euclidean,0.1,column,clayton,97.9,0,1000,0,0
150,25,0.3,Sh,ShP,Supremum,0.1,column,clayton,82.8,0,1000,0,0
150,25,0.3,I,ShP,Euclidean,0.1,column,clayton,54.7,0,1000,0,0
150,25,0.3,I,ShP,Supremum,0.1,column,clayton,54.1,0,1000,0,0
150,25,0.3,Sh,SbP,Euclidean,0.1,column,clayton,17.6,0,1000,1,1
150,25,0.3,Sh,SbP,Supremum,0.1,column,clayton,11.1,0,1000,1,1
150,25,0.3,I,SbP,Euclidean,0.1,column,clayton,62.6,0,1000,1,1
150,25,0.3,I,SbP,Supremum,0.1,column,clayton,59.2,0,1000,1,1
150,25,0.3,Sh,ShJ,Euclidean,0.1,column,clayton,97.1,0,1000,1,0
150,25,0.3,Sh,ShJ,Supremum,0.1,column,clayton,81.2,0,1000,1,0
150,25,0.3,I,ShJ,Euclidean,0.1,column,clayton,50,0,1000,1,0
150,25,0.3,I,ShJ,Supremum,0.1,column,clayton,50.9,0,1000,1,0
150,25,0.3,Sh,SbJ,Euclidean,0.1,column,clayton,14.3,0,1000,1,1
150,25,0.3,Sh,SbJ,Supremum,0.1,column,clayton,10.4,0,1000,1,1
150,25,0.3,I,SbJ,Euclidean,0.1,column,clayton,62.5,0,1000,1,1
150,25,0.3,I,SbJ,Supremum,0.1,column,clayton,58.7,0,1000,1,1
150,25,0.6,Sh,ShP,Euclidean,0,none,gumbel,90.6,0,1000,0,0
150,25,0.6,Sh,ShP,Supremum,0,none,gumbel,67.1,0,1000,0,0
150,25,0.6,I,ShP,Euclidean,0,none,gumbel,1.4,0,1000,0,0
150,25,0.6,I,ShP,Supremum,0,none,gumbel,3.2,0,1000,0,0
150,25,0.6,Sh,SbP,Euclidean,0,none,gumbel,5,0,1000,1,1
150,25,0.6,Sh,SbP,Supremum,0,none,gumbel,5.2,0,1000,1,1
150,25,0.6,I,SbP,Euclidean,0,none,gumbel,3.3,0,1000,1,1
150,25,0.6,I,SbP,Supremum,0,none,gumbel,5,0,1000,1,1
150,25,0.6,Sh,ShJ,Euclidean,0,none,gumbel,99.2,0,1000,1,0
150,25,0.6,Sh,ShJ,Supremum,0,none,gumbel,89.3,0,1000,1,0
150,25,0.6,I,ShJ,Euclidean,0,none,gumbel,0.6,0,1000,1,0
150,25,0.6,I,ShJ,Supremum,0,none,gumbel,2.3,0,1000,1,0
150,25,0.6,Sh,SbJ,Euclidean,0,none,gumbel,1.9,0,1000,1,1
150,25,0.6,Sh,SbJ,Supremum,0,none,gumbel,3.9,0,1000,1,1
150,25,0.6,I,SbJ,Euclidean,0,none,gumbel,2.7,0,1000,1,1
150,25,0.6,I,SbJ,Supremum,0,none,gumbel,4.5,0,1000,1,1
50,25,0.6,Sh,ShP,Euclidean,0.1,single,clayton,13.7,0,1000,0,0
50,25,0.6,Sh,ShP,Supremum,0.1,single,clayton,12.7,0,1000,0,0
50,25,0.6,I,ShP,Euclidean,0.1,single,clayton,0.7,0,1000,0,0
50,25,0.6,I,ShP,Supremum,0.1,single,clayton,2.5,0,1000,0,0
50,25,0.6,Sh,SbP,Euclidean,0.1,single,clayton,6.3,0,1000,1,1
50,25,0.6,Sh,SbP,Supremum,0.1,single,clayton,20.3,0,1000,1,1
50,25,0.6,I,SbP,Euclidean,0.1,single,clayton,4.4,0,1000,1,1
50,25,0.6,I,SbP,Supremum,0.1,single,clayton,7.2,0,1000,1,1
50,25,0.6,Sh,ShJ,Euclidean,0.1,single,clayton,16.8,0,1000,1,0
50,25,0.6,Sh,ShJ,Supremum,0.1,single,clayton,15.2,0,1000,1,0
50,25,0.6,I,ShJ,Euclidean,0.1,single,clayton,0.2,0,1000,1,0
50,25,0.6,I,ShJ,Supremum,0.1,single,clayton,1.4,0,1000,1,0
50,25,0.6,Sh,SbJ,Euclidean,0.1,single,clayton,0.7,0,1000,1,1
50,25,0.6,Sh,SbJ,Supremum,0.1,single,clayton,14.7,0,1000,1,1
50,25,0.6,I,SbJ,Euclidean,0.1,single,clayton,3.4,0,1000,1,1
50,25,0.6,I,SbJ,Supremum,0.1,single,clayton,4.9,0,1000,1,1
150,25,0.6,Sh,ShP,Euclidean,0.1,column,clayton,95.7,0,1000,0,0
150,25,0.6,Sh,ShP,Supremum,0.1,column,clayton,82,0,1000,0,0
150,25,0.6,I,ShP,Euclidean,0.1,column,clayton,95.7,0,1000,0,0
150,25,0.6,I,ShP,Supremum,0.1,column,clayton,96.7,0,1000,0,0
150,25,0.6,Sh,SbP,Euclidean,0.1,column,clayton,58,0,1000,1,1
150,25,0.6,Sh,SbP,Supremum,0.1,column,clayton,37,0,1000,1,1
150,25,0.6,I,SbP,Euclidean,0.1,column,clayton,97.9,0,1000,1,1
150,25,0.6,I,SbP,Supremum,0.1,column,clayton,97.2,0,1000,1,1
150,25,0.6,Sh,ShJ,Euclidean,0.1,column,clayton,100,0,1000,1,0
150,25,0.6,Sh,ShJ,Supremum,0.1,column,clayton,97.8,0,1000,1,0
150,25,0.6,I,ShJ,Euclidean,0.1,column,clayton,94.8,0,1000,1,0
150,25,0.6,I,ShJ,Supremum,0.1,column,clayton,95.9,0,1000,1,0
150,25,0.6,Sh,SbJ,Euclidean,0.1,column,clayton,44.2,0,1000,1,1
150,25,0.6,Sh,SbJ,Supremum,0.1,column,clayton,34.8,0,1000,1,1
150,25,0.6,I,SbJ,Euclidean,0.1,column,clayton,97.4,0,1000,1,1
150,25,0.6,I,SbJ,Supremum,0.1,column,clayton,97.2,0,1000,1,1
50,25,0.3,Sh,ShP,Euclidean,0.1,column,gumbel,17,0,1000,0,0
50,25,0.3,Sh,ShP,Supremum,0.1,column,gumbel,17.3,0,1000,0,0
50,25,0.3,I,ShP,Euclidean,0.1,column,gumbel,5.4,0,1000,0,0
50,25,0.3,I,ShP,Supremum,0.1,column,gumbel,12,0,1000,0,0
50,25,0.3,Sh,SbP,Euclidean,0.1,column,gumbel,6.3,0,1000,1,1
50,25,0.3,Sh,SbP,Supremum,0.1,column,gumbel,4.9,0,1000,1,1
50,25,0.3,I,SbP,Euclidean,0.1,column,gumbel,20.3,0,1000,1,1
50,25,0.3,I,SbP,Supremum,0.1,column,gumbel,20.7,0,1000,1,1
50,25,0.3,Sh,ShJ,Euclidean,0.1,column,gumbel,13.8,0,1000,1,0
50,25,0.3,Sh,ShJ,Supremum,0.1,column,gumbel,13.2,0,1000,1,0
50,25,0.3,I,ShJ,Euclidean,0.1,column,gumbel,3.4,0,1000,1,0
50,25,0.3,I,ShJ,Supremum,0.1,column,gumbel,9.7,0,1000,1,0
50,25,0.3,Sh,SbJ,Euclidean,0.1,column,gumbel,2.3,0,1000,1,1
50,25,0.3,Sh,SbJ,Supremum,0.1,column,gumbel,3.6,0,1000,1,1
50,25,0.3,I,SbJ,Euclidean,0.1,column,gumbel,19,0,1000,1,1
50,25,0.3,I,SbJ,Supremum,0.1,column,gumbel,19.1,0,1000,1,1
150,25,0.3,Sh,ShP,Euclidean,0.2,single,gumbel,97.7,0,1000,0,0
150,25,0.3,Sh,ShP,Supremum,0.2,single,gumbel,76.5,0,1000,0,0
150,25,0.3,I,ShP,Euclidean,0.2,single,gumbel,4.3,0,1000,0,0
150,25,0.3,I,ShP,Supremum,0.2,single,gumbel,78.4,0,1000,0,0
150,25,0.3,Sh,SbP,Euclidean,0.2,single,gumbel,27.4,0,1000,1,1
150,25,0.3,Sh,SbP,Supremum,0.2,single,gumbel,92.3,0,1000,1,1
150,25,0.3,I,SbP,Euclidean,0.2,single,gumbel,11.3,0,1000,1,1
150,25,0.3,I,SbP,Supremum,0.2,single,gumbel,80,0,1000,1,1
150,25,0.3,Sh,ShJ,Euclidean,0.2,single,gumbel,99.6,0,1000,1,0
150,25,0.3,Sh,ShJ,Supremum,0.2,single,gumbel,88.7,0,1000,1,0
150,25,0.3,I,ShJ,Euclidean,0.2,single,gumbel,2.7,0,1000,1,0
150,25,0.3,I,ShJ,Supremum,0.2,single,gumbel,77,0,1000,1,0
150,25,0.3,Sh,SbJ,Euclidean,0.2,single,gumbel,24.7,0,1000,1,1
150,25,0.3,Sh,SbJ,Supremum,0.2,single,gumbel,92,0,1000,1,1
150,25,0.3,I,SbJ,Euclidean,0.2,single,gumbel,10.7,0,1000,1,1
150,25,0.3,I,SbJ,Supremum,0.2,single,gumbel,80.2,0,1000,1,1
50,25,0.3,Sh,ShP,Euclidean,0.1,single,gumbel,7.5,0,1000,0,0
50,25,0.3,Sh,ShP,Supremum,0.1,single,gumbel,4.9,0,1000,0,0
50,25,0.3,I,ShP,Euclidean,0.1,single,gumbel,0.1,0,1000,0,0
50,25,0.3,I,ShP,Supremum,0.1,single,gumbel,3.3,0,1000,0,0
50,25,0.3,Sh,SbP,Euclidean,0.1,single,gumbel,5.8,0,1000,1,1
50,25,0.3,Sh,SbP,Supremum,0.1,single,gumbel,4.5,0,1000,1,1
50,25,0.3,I,SbP,Euclidean,0.1,single,gumbel,3.4,0,1000,1,1
50,25,0.3,I,SbP,Supremum,0.1,single,gumbel,5.6,0,1000,1,1
50,25,0.3,Sh,ShJ,Euclidean,0.1,single,gumbel,4.9,0,1000,1,0
50,25,0.3,Sh,ShJ,Supremum,0.1,single,gumbel,4.1,0,1000,1,0
50,25,0.3,I,ShJ,Euclidean,0.1,single,gumbel,0,0,1000,1,0
50,25,0.3,I,ShJ,Supremum,0.1,single,gumbel,2.2,0,1000,1,0
